,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,System
1083,Ridge,delta G,all,8.86780224371945,79.0668335299436,1.2689569922503994,0.861644,[0.636 ~ 0.952],-52.789693,0.888112,GRADE,007-JAK1
1084,Ridge,Affinity Data Value,all,64573.14078374137,4340726792.876441,13079.112504843677,0.848297,[0.605 ~ 0.947],-2953025321.389446,0.86014,GRADE,007-JAK1
1085,Ridge,pKd pKi pIC50,all,18.281869538536075,336.37088782348343,0.2824402204508822,-0.867963,[-0.954 ~ -0.651],-227.835353,-0.909091,GRADE,007-JAK1
1086,Lasso,delta G,all,8.918675900219682,79.9901774528686,1.271343727204511,0.855998,[0.623 ~ 0.949],-53.41785,0.888112,GRADE,007-JAK1
1087,Lasso,Affinity Data Value,all,63391.16721177243,4147532021.2949066,11362.864187286277,0.825441,[0.555 ~ 0.938],-2821593632.675524,0.769231,GRADE,007-JAK1
1088,Lasso,pKd pKi pIC50,all,18.292784666657443,336.75313765814593,0.27936979344392443,-0.855002,[-0.949 ~ -0.621],-228.0954,-0.909091,GRADE,007-JAK1
1089,ElasticNet,delta G,all,8.871094748759583,79.12215817655503,1.2724256136201306,0.863151,[0.639 ~ 0.952],-52.827331,0.888112,GRADE,007-JAK1
1090,ElasticNet,Affinity Data Value,all,52843.699805251206,2830403156.5556965,6160.856434761466,0.643021,[0.212 ~ 0.865],-1925542101.211248,0.475524,GRADE,007-JAK1
1091,ElasticNet,pKd pKi pIC50,all,18.284545305178433,336.4644485421437,0.28162339805326403,-0.864884,[-0.953 ~ -0.643],-227.899003,-0.909091,GRADE,007-JAK1
1092,SVR,delta G,all,8.784044156907564,79.35048627425518,2.2054668551392225,0.774697,[0.449 ~ 0.919],-52.982664,0.65035,GRADE,007-JAK1
1093,SVR,Affinity Data Value,all,359.92280011053685,132348.00657470475,53.68876502253424,0.617343,[0.171 ~ 0.854],-90036.229577,0.524476,GRADE,007-JAK1
1094,SVR,pKd pKi pIC50,all,18.317621064430995,338.4430060640726,0.5546753026934464,-0.84029,[-0.944 ~ -0.588],-229.245029,-0.755245,GRADE,007-JAK1
1095,DecisionTree,delta G,all,15.594551560554756,279.77236465554375,6.4436345946799625,0.151691,[-0.376 ~ 0.605],-189.331001,-0.058009,GRADE,007-JAK1
1096,DecisionTree,Affinity Data Value,all,2212.05975,30347279.543363746,5046.01082165593,0.666536,[0.251 ~ 0.875],-20645455.218128,0.638362,GRADE,007-JAK1
1097,DecisionTree,pKd pKi pIC50,all,20.02391666666667,404.20991875000004,1.521358128632294,0.144152,[-0.383 ~ 0.6],-273.986698,0.213661,GRADE,007-JAK1
1098,RandomForest,delta G,all,11.27390533074527,129.53565056898572,2.124256199136408,0.688747,[0.289 ~ 0.884],-87.123965,0.573427,GRADE,007-JAK1
1099,RandomForest,Affinity Data Value,all,8604.975242499999,134068712.78677356,7748.275963055986,0.674257,[0.264 ~ 0.878],-91207836.463815,0.440559,GRADE,007-JAK1
1100,RandomForest,pKd pKi pIC50,all,18.865466666666666,358.20134448,0.4401537606968217,-0.592015,[-0.842 ~ -0.132],-242.686758,-0.524476,GRADE,007-JAK1
1101,XGBoost,delta G,all,10.404497328440348,120.7487201828456,3.8111839294433594,0.378719,[-0.149 ~ 0.738],-81.146158,0.433566,GRADE,007-JAK1
1102,XGBoost,Affinity Data Value,all,15466.531850748697,396607533.18834305,14252.07421875,0.530261,[0.042 ~ 0.814],-269814743.03725,0.363636,GRADE,007-JAK1
1103,XGBoost,pKd pKi pIC50,all,18.567754245758056,347.72424313910943,0.7480027079582214,-0.514572,[-0.807 ~ -0.021],-235.559117,-0.34965,GRADE,007-JAK1
1104,linearRegression,delta G,ki,10.76174290279461,116.60517239678842,1.652482375564521,0.85116,[0.612 ~ 0.948],-78.327275,0.86014,GRADE,007-JAK1
1105,linearRegression,Affinity Data Value,ki,70662.40894033175,5170970655.187403,13334.919266790685,0.787248,[0.475 ~ 0.924],-3517845745.7447,0.811189,GRADE,007-JAK1
1106,linearRegression,pKd pKi pIC50,ki,18.575226095635642,347.2757196637508,0.3153217839975101,-0.872804,[-0.956 ~ -0.662],-235.253983,-0.874126,GRADE,007-JAK1
1107,Ridge,delta G,ki,10.74916192720579,116.34210915927355,1.651554461597477,0.848984,[0.607 ~ 0.947],-78.148311,0.811189,GRADE,007-JAK1
1108,Ridge,Affinity Data Value,ki,70166.37076059886,5095625829.017665,13127.49001117249,0.777596,[0.455 ~ 0.92],-3466588159.122246,0.72028,GRADE,007-JAK1
1109,Ridge,pKd pKi pIC50,ki,18.574551287100345,347.2477992116255,0.31518357903716465,-0.86957,[-0.954 ~ -0.654],-235.234989,-0.874126,GRADE,007-JAK1
1110,Lasso,delta G,ki,10.833326791920433,118.28464325399267,1.6281938122477184,0.809832,[0.521 ~ 0.932],-79.46983,0.762238,GRADE,007-JAK1
1111,Lasso,Affinity Data Value,ki,63086.03223686866,4095381199.7440724,10749.573937210153,0.752137,[0.405 ~ 0.91],-2786115081.738903,0.65035,GRADE,007-JAK1
1112,Lasso,pKd pKi pIC50,ki,18.605078955420513,348.33861422133623,0.30824970777671007,-0.835789,[-0.942 ~ -0.578],-235.977077,-0.825175,GRADE,007-JAK1
1113,ElasticNet,delta G,ki,10.711902801500402,115.57952101253329,1.6440653319858038,0.837371,[0.581 ~ 0.943],-77.629517,0.783217,GRADE,007-JAK1
1114,ElasticNet,Affinity Data Value,ki,48292.52832884581,2369908677.687108,6144.077773493541,0.624763,[0.182 ~ 0.857],-1612264642.894562,0.496503,GRADE,007-JAK1
1115,ElasticNet,pKd pKi pIC50,ki,18.583449642053505,347.5594235046586,0.3123440652190724,-0.854714,[-0.949 ~ -0.62],-235.446989,-0.874126,GRADE,007-JAK1
1116,SVR,delta G,ki,10.842340176471957,121.1168326882477,2.5772430427692132,0.728337,[0.36 ~ 0.9],-81.396587,0.559441,GRADE,007-JAK1
1117,SVR,Affinity Data Value,ki,169.38977772723553,29440.27615469221,28.0563763461113,0.60635,[0.154 ~ 0.849],-20027.415777,0.468531,GRADE,007-JAK1
1118,SVR,pKd pKi pIC50,ki,18.743424250723706,354.1367648872942,0.5400144272713833,-0.808955,[-0.932 ~ -0.52],-239.921598,-0.776224,GRADE,007-JAK1
1119,DecisionTree,delta G,ki,16.29656304960604,321.3435765874068,7.8200416227451,0.361635,[-0.168 ~ 0.729],-217.612174,0.239443,GRADE,007-JAK1
1120,DecisionTree,Affinity Data Value,ki,867.4989166666666,5368097.521865416,2149.2278769879713,0.698227,[0.305 ~ 0.888],-3651951.465919,0.473385,GRADE,007-JAK1
1121,DecisionTree,pKd pKi pIC50,ki,19.433916666666665,380.3294870833334,0.6671435794156724,-0.455811,[-0.778 ~ 0.056],-257.740681,-0.121016,GRADE,007-JAK1
1122,RandomForest,delta G,ki,13.053427356633952,175.5584050137394,3.174869214784266,0.829164,[0.563 ~ 0.939],-118.433551,0.741259,GRADE,007-JAK1
1123,RandomForest,Affinity Data Value,ki,3153.642370833333,19758603.139708783,3133.4869469897326,0.736891,[0.376 ~ 0.904],-13441908.198791,0.566434,GRADE,007-JAK1
1124,RandomForest,pKd pKi pIC50,ki,19.310491666666664,375.55365247083324,0.5530962656692069,-0.658182,[-0.871 ~ -0.237],-254.491649,-0.622378,GRADE,007-JAK1
1125,XGBoost,delta G,ki,11.153197470347086,135.265700778901,3.713550567626953,0.487359,[-0.016 ~ 0.794],-91.022156,0.496503,GRADE,007-JAK1
1126,XGBoost,Affinity Data Value,ki,3668.3386286621094,17429057.26773975,3831.345947265625,-0.453926,[-0.777 ~ 0.059],-11857102.640219,-0.363636,GRADE,007-JAK1
1127,XGBoost,pKd pKi pIC50,ki,18.845218953450523,358.4618548192331,0.8783734440803528,-0.506182,[-0.803 ~ -0.009],-242.863985,-0.531469,GRADE,007-JAK1
1128,linearRegression,delta G,kd,6.523830748490979,43.06005439133085,1.0245732290116067,0.813071,[0.528 ~ 0.933],-28.294042,0.923077,GRADE,007-JAK1
1129,linearRegression,Affinity Data Value,kd,57032.616391661075,3443512629.2770247,13813.79780898259,0.827404,[0.559 ~ 0.939],-2342644555.416424,0.783217,GRADE,007-JAK1
1130,linearRegression,pKd pKi pIC50,kd,17.892672900074988,322.1763363852661,0.24213887491767846,-0.851646,[-0.948 ~ -0.613],-218.178706,-0.93007,GRADE,007-JAK1
1131,Ridge,delta G,kd,6.542723199975367,43.29832569600418,0.9718705883968176,0.816158,[0.535 ~ 0.935],-28.456139,0.909091,GRADE,007-JAK1
1132,Ridge,Affinity Data Value,kd,57933.76941176867,3539109905.835316,13520.93457711268,0.835905,[0.578 ~ 0.942],-2407680018.807344,0.783217,GRADE,007-JAK1
1133,Ridge,pKd pKi pIC50,kd,17.89320674558598,322.1914982530564,0.24088014842307984,-0.850388,[-0.947 ~ -0.61],-218.18902,-0.93007,GRADE,007-JAK1
1134,Lasso,delta G,kd,6.581933495495935,43.823097812814076,0.9854449221454875,0.811787,[0.526 ~ 0.933],-28.813145,0.923077,GRADE,007-JAK1
1135,Lasso,Affinity Data Value,kd,55495.666507636284,3240462507.0334926,12677.442197188377,0.78191,[0.464 ~ 0.921],-2204508206.065102,0.671329,GRADE,007-JAK1
1136,Lasso,pKd pKi pIC50,kd,17.89551523560909,322.26135237289105,0.23770201897618973,-0.842252,[-0.944 ~ -0.592],-218.236542,-0.93007,GRADE,007-JAK1
1137,ElasticNet,delta G,kd,6.55723924656423,43.492655367549254,0.9761448296934222,0.81434,[0.531 ~ 0.934],-28.588343,0.909091,GRADE,007-JAK1
1138,ElasticNet,Affinity Data Value,kd,57224.50048560491,3311697843.8800664,6088.019456069533,0.649921,[0.223 ~ 0.868],-2252970079.754572,0.496503,GRADE,007-JAK1
1139,ElasticNet,pKd pKi pIC50,kd,17.89658138026331,322.29021974593934,0.23487005673710612,-0.838442,[-0.943 ~ -0.583],-218.256181,-0.93007,GRADE,007-JAK1
1140,SVR,delta G,kd,7.157172610631463,52.70842783439648,1.9016553061689951,0.781347,[0.463 ~ 0.921],-34.857894,0.692308,GRADE,007-JAK1
1141,SVR,Affinity Data Value,kd,775.6233551619324,602233.9374672947,26.06872693695374,0.612229,[0.163 ~ 0.851],-409702.755201,0.524476,GRADE,007-JAK1
1142,SVR,pKd pKi pIC50,kd,18.053077923100094,328.7065752373372,0.5193705243430843,-0.836353,[-0.942 ~ -0.579],-222.62127,-0.762238,GRADE,007-JAK1
1143,DecisionTree,delta G,kd,9.859587313107902,121.15115769435033,6.43810656752369,-0.328313,[-0.711 ~ 0.204],-81.419939,-0.29898,GRADE,007-JAK1
1144,DecisionTree,Affinity Data Value,kd,26695.143083333343,7513253992.58046,82466.17541640103,0.233846,[-0.3 ~ 0.656],-5111316686.805478,0.444834,GRADE,007-JAK1
1145,DecisionTree,pKd pKi pIC50,kd,18.50808333333333,345.2500304166667,1.0625398685330456,-0.039576,[-0.528 ~ 0.469],-233.875893,0.094571,GRADE,007-JAK1
1146,RandomForest,delta G,kd,8.602016707152465,77.07429037957571,1.9491450333134488,0.463257,[-0.047 ~ 0.782],-51.434153,0.27972,GRADE,007-JAK1
1147,RandomForest,Affinity Data Value,kd,12474.1046575,295689068.4599499,11836.77704226999,0.819135,[0.541 ~ 0.936],-201159239.924572,0.692308,GRADE,007-JAK1
1148,RandomForest,pKd pKi pIC50,kd,18.35166666666667,339.18584500833333,0.4591812837963768,-0.647912,[-0.867 ~ -0.22],-229.750387,-0.412587,GRADE,007-JAK1
1149,XGBoost,delta G,kd,7.62114248975118,62.69053648282246,2.763603925704956,0.671327,[0.259 ~ 0.877],-41.648789,0.370629,GRADE,007-JAK1
1150,XGBoost,Affinity Data Value,kd,19551.142615641274,728521202.7195663,25939.990234375,0.211006,[-0.322 ~ 0.643],-495617821.125792,0.258741,GRADE,007-JAK1
1151,XGBoost,pKd pKi pIC50,kd,18.289583342234295,337.0356180603278,0.5341742038726807,-0.595622,[-0.844 ~ -0.137],-228.287574,-0.636364,GRADE,007-JAK1
1152,linearRegression,delta G,all,15.645409682081008,249.08684322981878,2.15602408165473,0.351692,[-0.089 ~ 0.677],-160.34103,0.25,X-GRADE,006-BACE1-D3R
1153,linearRegression,Affinity Data Value,all,30591.529768320026,1617745088.3200655,39114.00642084622,0.318124,[-0.126 ~ 0.656],-1047862086.207717,0.261765,X-GRADE,006-BACE1-D3R
1154,linearRegression,pKd pKi pIC50,all,17.884247256169203,321.95913329851135,0.3712931555364285,-0.467251,[-0.745 ~ -0.05],-207.542602,-0.355882,X-GRADE,006-BACE1-D3R
1155,Ridge,delta G,all,15.781185487044944,253.22343472836621,2.1815282085532264,0.392036,[-0.042 ~ 0.702],-163.020425,0.370588,X-GRADE,006-BACE1-D3R
1156,Ridge,Affinity Data Value,all,35824.542328526644,1983923143.4618163,43877.43682267625,0.284499,[-0.162 ~ 0.634],-1285046611.706078,0.297059,X-GRADE,006-BACE1-D3R
1157,Ridge,pKd pKi pIC50,all,17.87907334881069,321.8158770815245,0.3827205237682822,-0.488169,[-0.757 ~ -0.077],-207.44981,-0.364706,X-GRADE,006-BACE1-D3R
1158,Lasso,delta G,all,16.21562230719244,265.62052731423944,2.0018989462787595,0.578382,[0.201 ~ 0.806],-171.050394,0.732353,X-GRADE,006-BACE1-D3R
1159,Lasso,Affinity Data Value,all,16412.65939030297,621459547.5626593,24473.388043127135,0.598943,[0.231 ~ 0.817],-402538015.233701,0.702941,X-GRADE,006-BACE1-D3R
1160,Lasso,pKd pKi pIC50,all,17.937451535235624,324.02586876290604,0.3781100887355655,-0.624595,[-0.83 ~ -0.269],-208.881288,-0.652941,X-GRADE,006-BACE1-D3R
1161,ElasticNet,delta G,all,15.807680517526615,253.48610650879766,2.199630902309752,0.508379,[0.104 ~ 0.769],-163.190565,0.605882,X-GRADE,006-BACE1-D3R
1162,ElasticNet,Affinity Data Value,all,15363.348093398816,346722546.24440527,13364.612648351003,0.633039,[0.282 ~ 0.834],-224582606.984872,0.608824,X-GRADE,006-BACE1-D3R
1163,ElasticNet,pKd pKi pIC50,all,17.90954835508787,323.0602939053284,0.39265530295669226,-0.6255,[-0.831 ~ -0.271],-208.255856,-0.7,X-GRADE,006-BACE1-D3R
1164,SVR,delta G,all,13.148387215323268,177.6007207276183,1.7608274917347613,-0.01743,[-0.441 ~ 0.413],-114.037322,-0.002941,X-GRADE,006-BACE1-D3R
1165,SVR,Affinity Data Value,all,281.4001737603064,79523.88661612006,18.526570219865686,0.150933,[-0.295 ~ 0.543],-51509.010084,0.017647,X-GRADE,006-BACE1-D3R
1166,SVR,pKd pKi pIC50,all,17.317841376585438,301.30190138656155,0.2986511929291887,0.321729,[-0.122 ~ 0.658],-194.162292,0.235294,X-GRADE,006-BACE1-D3R
1167,DecisionTree,delta G,all,33.179809191851355,1243.4143826461377,12.14626815540598,-0.193997,[-0.573 ~ 0.254],-804.396845,-0.196257,X-GRADE,006-BACE1-D3R
1168,DecisionTree,Affinity Data Value,all,1387.3553124999999,7652560.068132063,2393.142012010244,-0.113514,[-0.516 ~ 0.329],-4956792.022195,-0.124634,X-GRADE,006-BACE1-D3R
1169,DecisionTree,pKd pKi pIC50,all,19.043437500000003,367.0296383125,1.276070475865264,-0.37997,[-0.694 ~ 0.056],-236.736121,-0.217143,X-GRADE,006-BACE1-D3R
1170,RandomForest,delta G,all,18.109149586364865,330.41729437559036,1.0416242562251534,0.059046,[-0.377 ~ 0.474],-213.021207,-0.138235,X-GRADE,006-BACE1-D3R
1171,RandomForest,Affinity Data Value,all,20144.809859625,698377466.6201949,17104.227732814372,-0.223375,[-0.594 ~ 0.225],-452360061.852307,-0.191176,X-GRADE,006-BACE1-D3R
1172,RandomForest,pKd pKi pIC50,all,18.315025,337.26067346374987,0.20964717346949846,-0.44671,[-0.734 ~ -0.024],-217.453869,-0.282353,X-GRADE,006-BACE1-D3R
1173,XGBoost,delta G,all,12.940711524486542,190.27983990947493,4.493248462677002,-0.097143,[-0.503 ~ 0.344],-122.249968,-0.029412,X-GRADE,006-BACE1-D3R
1174,XGBoost,Affinity Data Value,all,75621.54909057618,9215423396.72153,83948.3828125,0.095845,[-0.345 ~ 0.502],-5969106544.098007,0.155882,X-GRADE,006-BACE1-D3R
1175,XGBoost,pKd pKi pIC50,all,16.75157475829124,282.7956056873232,0.8499066233634949,0.040646,[-0.393 ~ 0.46],-182.175208,-0.035294,X-GRADE,006-BACE1-D3R
1176,linearRegression,delta G,ki,15.652027325198738,248.44145575533315,2.228779638018842,0.551731,[0.163 ~ 0.792],-159.922994,0.438235,X-GRADE,006-BACE1-D3R
1177,linearRegression,Affinity Data Value,ki,42823.766804160645,2865125505.6094694,34849.29060692597,0.734084,[0.447 ~ 0.884],-1855827851.049098,0.682353,X-GRADE,006-BACE1-D3R
1178,linearRegression,pKd pKi pIC50,ki,18.038720750561488,327.85323055785193,0.5602630113079156,-0.430976,[-0.725 ~ -0.005],-211.360385,-0.323529,X-GRADE,006-BACE1-D3R
1179,Ridge,delta G,ki,16.240291685392233,267.3813590757263,2.372582488919057,0.600194,[0.233 ~ 0.818],-172.190938,0.591176,X-GRADE,006-BACE1-D3R
1180,Ridge,Affinity Data Value,ki,44783.63731269998,2784777302.4602156,35173.09733724037,0.69674,[0.384 ~ 0.866],-1803783906.3861,0.705882,X-GRADE,006-BACE1-D3R
1181,Ridge,pKd pKi pIC50,ki,17.976079105289926,325.6470823687637,0.5639333439622954,-0.460818,[-0.742 ~ -0.042],-209.931397,-0.358824,X-GRADE,006-BACE1-D3R
1182,Lasso,delta G,ki,16.996222368806308,292.19140794513,2.3434498850566676,0.638059,[0.29 ~ 0.837],-188.261152,0.570588,X-GRADE,006-BACE1-D3R
1183,Lasso,Affinity Data Value,ki,12364.682620390053,461573845.32065773,21459.253127239466,0.534261,[0.139 ~ 0.783],-298975243.276869,0.514706,X-GRADE,006-BACE1-D3R
1184,Lasso,pKd pKi pIC50,ki,18.074461330625198,329.0936436205875,0.5196338150534232,-0.459703,[-0.741 ~ -0.041],-212.163838,-0.391176,X-GRADE,006-BACE1-D3R
1185,ElasticNet,delta G,ki,16.52181268123592,276.62831611394984,2.4841031725004847,0.657143,[0.32 ~ 0.847],-178.18047,0.655882,X-GRADE,006-BACE1-D3R
1186,ElasticNet,Affinity Data Value,ki,11173.314756096857,259847795.02160013,13690.805158668045,0.577232,[0.199 ~ 0.806],-168311221.091491,0.579412,X-GRADE,006-BACE1-D3R
1187,ElasticNet,pKd pKi pIC50,ki,18.0168806010579,327.12682278636373,0.5489665054182798,-0.493782,[-0.76 ~ -0.085],-210.889869,-0.429412,X-GRADE,006-BACE1-D3R
1188,SVR,delta G,ki,13.972720510464775,199.46959661655444,1.6517526381429863,0.009614,[-0.419 ~ 0.435],-128.202449,0.047059,X-GRADE,006-BACE1-D3R
1189,SVR,Affinity Data Value,ki,118.2628164598612,14159.731532948012,13.045270992647675,-0.059067,[-0.474 ~ 0.377],-9170.683441,-0.047059,X-GRADE,006-BACE1-D3R
1190,SVR,pKd pKi pIC50,ki,17.595244997662242,311.16239919766656,0.29834555650455763,0.085123,[-0.355 ~ 0.494],-200.549233,0.135294,X-GRADE,006-BACE1-D3R
1191,DecisionTree,delta G,ki,15.059407213067516,258.67698987117893,5.822706856260582,0.245792,[-0.202 ~ 0.609],-166.552856,0.204161,X-GRADE,006-BACE1-D3R
1192,DecisionTree,Affinity Data Value,ki,32043.9034375,2798662204.0991955,42093.497482184,0.115438,[-0.328 ~ 0.517],-1812777574.24956,-0.202903,X-GRADE,006-BACE1-D3R
1193,DecisionTree,pKd pKi pIC50,ki,18.7421875,357.7671258125,1.883518047265542,-0.300397,[-0.645 ~ 0.145],-230.736514,-0.322154,X-GRADE,006-BACE1-D3R
1194,RandomForest,delta G,ki,18.68067927115905,351.24220422658544,1.21835421406065,0.248976,[-0.199 ~ 0.611],-226.510126,0.173529,X-GRADE,006-BACE1-D3R
1195,RandomForest,Affinity Data Value,ki,27399.725853750002,1969929976.7644262,34916.973159021574,0.115434,[-0.328 ~ 0.517],-1275982817.31224,-0.114706,X-GRADE,006-BACE1-D3R
1196,RandomForest,pKd pKi pIC50,ki,18.47011875,342.85028068562497,0.27738913544141763,-0.122143,[-0.522 ~ 0.322],-221.074425,-0.205882,X-GRADE,006-BACE1-D3R
1197,XGBoost,delta G,ki,14.771694984436037,225.97238936600576,2.611415147781372,0.091522,[-0.349 ~ 0.499],-145.369104,0.023529,X-GRADE,006-BACE1-D3R
1198,XGBoost,Affinity Data Value,ki,15244.908062622071,349377297.45393926,11175.4560546875,-0.118192,[-0.519 ~ 0.325],-226302169.086172,-0.041176,X-GRADE,006-BACE1-D3R
1199,XGBoost,pKd pKi pIC50,ki,17.86681148767471,320.9598701802456,0.8164975643157959,0.233414,[-0.215 ~ 0.601],-206.895349,0.079412,X-GRADE,006-BACE1-D3R
1200,linearRegression,delta G,kd,13.162523082465732,181.21070273179333,2.6655215367031206,0.104193,[-0.338 ~ 0.509],-116.375615,0.091176,X-GRADE,006-BACE1-D3R
1201,linearRegression,Affinity Data Value,kd,74207.2548523932,6705529859.075447,67841.73048605198,0.06543,[-0.372 ~ 0.479],-4343373108.085468,0.15,X-GRADE,006-BACE1-D3R
1202,linearRegression,pKd pKi pIC50,kd,17.393488779777332,304.64224787588404,0.370379829590635,-0.464752,[-0.744 ~ -0.047],-196.325935,-0.558824,X-GRADE,006-BACE1-D3R
1203,Ridge,delta G,kd,13.311527057828444,184.12827802645143,2.5598700064866344,0.183178,[-0.264 ~ 0.566],-118.265416,0.244118,X-GRADE,006-BACE1-D3R
1204,Ridge,Affinity Data Value,kd,72960.62398002303,6583691621.322474,61909.71333721179,0.085192,[-0.355 ~ 0.494],-4264454821.740295,0.15,X-GRADE,006-BACE1-D3R
1205,Ridge,pKd pKi pIC50,kd,17.48490096349865,307.90996623738,0.3953268474245655,-0.496811,[-0.762 ~ -0.089],-198.442534,-0.547059,X-GRADE,006-BACE1-D3R
1206,Lasso,delta G,kd,13.642180649329035,188.33411494416413,1.7767234771638405,0.560691,[0.176 ~ 0.797],-120.989663,0.655882,X-GRADE,006-BACE1-D3R
1207,Lasso,Affinity Data Value,kd,22126.055020277257,608530250.5238128,20193.49612389761,0.357315,[-0.082 ~ 0.68],-394163321.174006,0.352941,X-GRADE,006-BACE1-D3R
1208,Lasso,pKd pKi pIC50,kd,17.58625587311662,311.6294522717038,0.3684350335590124,-0.735559,[-0.885 ~ -0.45],-200.851757,-0.764706,X-GRADE,006-BACE1-D3R
1209,ElasticNet,delta G,kd,13.815485783904773,193.84360996592056,1.9372224081071627,0.48207,[0.069 ~ 0.754],-124.558329,0.582353,X-GRADE,006-BACE1-D3R
1210,ElasticNet,Affinity Data Value,kd,20109.85775960778,458577897.8241611,10886.655117380102,0.698241,[0.386 ~ 0.867],-297034678.091718,0.641176,X-GRADE,006-BACE1-D3R
1211,ElasticNet,pKd pKi pIC50,kd,17.571255136898344,311.0246743796046,0.3833990199186772,-0.613815,[-0.825 ~ -0.253],-200.460024,-0.6,X-GRADE,006-BACE1-D3R
1212,SVR,delta G,kd,12.453195576475967,159.227089256696,1.618498175417611,0.00457,[-0.423 ~ 0.431],-102.136169,-0.035294,X-GRADE,006-BACE1-D3R
1213,SVR,Affinity Data Value,kd,739.0483910970278,546226.5246392163,6.357240454676314,0.503742,[0.098 ~ 0.766],-353806.327452,0.241176,X-GRADE,006-BACE1-D3R
1214,SVR,pKd pKi pIC50,kd,17.03879851776358,291.7016243062377,0.21064537059174304,0.395932,[-0.037 ~ 0.704],-187.943904,0.291176,X-GRADE,006-BACE1-D3R
1215,DecisionTree,delta G,kd,18.1715275415245,353.38701157586854,5.325361621623963,0.507849,[0.103 ~ 0.768],-227.899382,0.48329,X-GRADE,006-BACE1-D3R
1216,DecisionTree,Affinity Data Value,kd,1833.1365625000003,11959523.651369564,2931.961826549546,-0.375005,[-0.691 ~ 0.062],-7746541.706767,-0.175428,X-GRADE,006-BACE1-D3R
1217,DecisionTree,pKd pKi pIC50,kd,18.0559375,329.17055706249994,0.948684739191582,-0.301089,[-0.645 ~ 0.144],-212.213657,-0.185069,X-GRADE,006-BACE1-D3R
1218,RandomForest,delta G,kd,17.298457825634003,302.47318484780044,1.7438979849367746,0.311167,[-0.134 ~ 0.652],-194.920967,0.076471,X-GRADE,006-BACE1-D3R
1219,RandomForest,Affinity Data Value,kd,8927.35845675,145185786.85635173,8092.46295426772,-0.004954,[-0.431 ~ 0.423],-94041194.208433,-0.102941,X-GRADE,006-BACE1-D3R
1220,RandomForest,pKd pKi pIC50,kd,17.940906250000005,323.74975837312513,0.24917812145318524,-0.432318,[-0.725 ~ -0.007],-208.702443,-0.323529,X-GRADE,006-BACE1-D3R
1221,XGBoost,delta G,kd,10.418759308815002,146.5478064524701,6.973867416381836,0.132796,[-0.312 ~ 0.53],-93.923416,0.238235,X-GRADE,006-BACE1-D3R
1222,XGBoost,Affinity Data Value,kd,50321.338375244144,5156127195.791839,64210.3125,-0.097451,[-0.503 ~ 0.344],-3339778462.429934,-0.002941,X-GRADE,006-BACE1-D3R
1223,XGBoost,pKd pKi pIC50,kd,17.436748210191723,306.1436279215636,0.6755574345588684,-0.061478,[-0.476 ~ 0.375],-197.298424,0.076471,X-GRADE,006-BACE1-D3R
1224,linearRegression,delta G,all,18.161921251975173,332.3859661140692,2.0789759517709197,0.645605,[0.302 ~ 0.841],-214.296374,0.564706,GRADE,006-BACE1-D3R
1225,linearRegression,Affinity Data Value,all,26052.837208783174,1086737403.5755177,22487.038381355607,0.68797,[0.37 ~ 0.862],-703912458.496239,0.714706,GRADE,006-BACE1-D3R
1226,linearRegression,pKd pKi pIC50,all,18.523043598104056,345.48056314232736,0.4208154676998855,-0.627765,[-0.832 ~ -0.274],-222.778138,-0.635294,GRADE,006-BACE1-D3R
1227,Ridge,delta G,all,18.213972841117993,334.24107534046766,2.097696021478443,0.662193,[0.328 ~ 0.849],-215.497984,0.585294,GRADE,006-BACE1-D3R
1228,Ridge,Affinity Data Value,all,24583.20351729287,1011924058.7385349,22319.45668305731,0.691984,[0.376 ~ 0.864],-655453607.817064,0.714706,GRADE,006-BACE1-D3R
1229,Ridge,pKd pKi pIC50,all,18.52444923350133,345.5372963909769,0.4213651024023887,-0.630952,[-0.833 ~ -0.279],-222.814886,-0.635294,GRADE,006-BACE1-D3R
1230,Lasso,delta G,all,18.22800550184596,334.65099652681084,2.05334254466156,0.660298,[0.325 ~ 0.848],-215.763503,0.591176,GRADE,006-BACE1-D3R
1231,Lasso,Affinity Data Value,all,17456.94080982218,621913499.3901508,19474.67353103442,0.70412,[0.396 ~ 0.87],-402832053.468081,0.735294,GRADE,006-BACE1-D3R
1232,Lasso,pKd pKi pIC50,all,18.542555597807567,346.20893392580456,0.41465148303118066,-0.64709,[-0.842 ~ -0.304],-223.249926,-0.641176,GRADE,006-BACE1-D3R
1233,ElasticNet,delta G,all,18.199369159406277,333.70185926219165,2.0828123988964133,0.656342,[0.319 ~ 0.846],-215.148718,0.576471,GRADE,006-BACE1-D3R
1234,ElasticNet,Affinity Data Value,all,7620.733015099677,109393076.61496386,9920.720070801659,0.770317,[0.512 ~ 0.901],-70857180.650828,0.623529,GRADE,006-BACE1-D3R
1235,ElasticNet,pKd pKi pIC50,all,18.53290326028059,345.8568166066907,0.41954283615893223,-0.641144,[-0.839 ~ -0.295],-223.021849,-0.635294,GRADE,006-BACE1-D3R
1236,SVR,delta G,all,16.1321737640165,267.7310022834863,2.283716080459468,-0.127708,[-0.526 ~ 0.317],-172.417412,-0.15,GRADE,006-BACE1-D3R
