,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information,Time
23,XGBoost,pKd pKi pIC50,all,2.7598589350485048,1.3767952919006348,0.64468,[0.584 ~ 0.698],0.414159,final,0.016139745712280273
24,linearRegression,delta G,ki,1.3024110210484406e+51,3.602556256072473e+25,-0.083708,[-0.18 ~ 0.014],-1.3762483228076842e+45,final,0.003600597381591797
25,linearRegression,Affinity Data Value,ki,1.8101523969222187e+58,1.3430565829492044e+29,-0.000403,[-0.098 ~ 0.097],-1.7041960402699122e+46,final,0.004017353057861328
26,linearRegression,pKd pKi pIC50,ki,4.095014507872347e+47,6.387993453280069e+23,-0.079731,[-0.176 ~ 0.018],-8.692579650684625e+46,final,0.0036079883575439453
27,Ridge,delta G,ki,5.97996942413024e+20,24411036397.1792,0.083708,[-0.014 ~ 0.18],-631899051635433.4,final,0.003484487533569336
28,Ridge,Affinity Data Value,ki,9.772029713521547e+26,31205355120128.293,-0.000403,[-0.098 ~ 0.097],-920002888789861.2,final,0.0033750534057617188
29,Ridge,pKd pKi pIC50,ki,2.275925213609869e+19,4762288851.935535,-0.079731,[-0.176 ~ 0.018],-4.831157779849779e+18,final,0.003454446792602539
30,Lasso,delta G,ki,22842711.728434354,62.84217654305794,-0.083046,[-0.179 ~ 0.015],-23.137729,final,0.003549337387084961
31,Lasso,Affinity Data Value,ki,1093276670611.1509,62715.97398607387,0.161822,[0.065 ~ 0.255],-0.029282,final,0.0035076141357421875
32,Lasso,pKd pKi pIC50,ki,2.612525132930296,1.1156533786262255,0.695212,[0.641 ~ 0.742],0.445433,final,0.006327152252197266
33,ElasticNet,delta G,ki,4.952735255213864e+20,22215663730.617203,0.083708,[-0.014 ~ 0.18],-523351958647548.9,final,0.003500699996948242
34,ElasticNet,Affinity Data Value,ki,8.708279359197264e+26,29457976821980.26,-0.000403,[-0.098 ~ 0.097],-819854462350324.5,final,0.0037109851837158203
35,ElasticNet,pKd pKi pIC50,ki,1.557686332413201e+19,3939823303.384292,-0.079731,[-0.176 ~ 0.018],-3.306535908298825e+18,final,0.0036902427673339844
36,SVR,delta G,ki,22809705.501716472,3.9987226698625378,-0.582056,[-0.643 ~ -0.514],-23.102851,final,0.0918266773223877
37,SVR,Affinity Data Value,ki,1131797492609.8567,23.981975965247546,0.225737,[0.131 ~ 0.316],-0.065548,final,0.09629511833190918
38,SVR,pKd pKi pIC50,ki,2.843797279440819,1.0521586161443324,0.662818,[0.604 ~ 0.714],0.396341,final,0.09102916717529297
39,DecisionTree,delta G,ki,22801295.3152577,10.404717954443012,-0.431487,[-0.508 ~ -0.349],-23.093964,final,0.003603696823120117
40,DecisionTree,Affinity Data Value,ki,1063532124488.7417,106513.61935654048,0.288225,[0.196 ~ 0.375],-0.001279,final,0.0038530826568603516
41,DecisionTree,pKd pKi pIC50,ki,4.334708771929825,1.8214381344993733,0.472802,[0.393 ~ 0.545],0.079862,final,0.0037076473236083984
42,RandomForest,delta G,ki,22797963.34413094,5.980723487575211,-0.659209,[-0.711 ~ -0.6],-23.090443,final,0.08188104629516602
43,RandomForest,Affinity Data Value,ki,1088819382104.6583,101130.03081761494,0.154891,[0.058 ~ 0.249],-0.025086,final,0.04221701622009277
44,RandomForest,pKd pKi pIC50,ki,2.64952923354386,1.172954732789709,0.687086,[0.632 ~ 0.735],0.437578,final,0.04261469841003418
45,XGBoost,delta G,ki,22797294.318423226,8.193392753601074,-0.583961,[-0.645 ~ -0.516],-23.089736,final,0.028439998626708984
46,XGBoost,Affinity Data Value,ki,1085710335095.6674,173973.078125,0.141828,[0.045 ~ 0.236],-0.022159,final,0.015133380889892578
47,XGBoost,pKd pKi pIC50,ki,2.7695991055814484,1.507727861404419,0.645411,[0.585 ~ 0.699],0.412091,final,0.030976533889770508
48,linearRegression,delta G,kd,2.2931145656239373e+18,1512707700.3736022,-0.087266,[-0.183 ~ 0.01],-2423117605687.9634,final,0.0036039352416992188
49,linearRegression,Affinity Data Value,kd,9.013826079780297e+27,94776791478129.77,0.00051,[-0.097 ~ 0.098],-8486206321060002.0,final,0.0037267208099365234
50,linearRegression,pKd pKi pIC50,kd,4.0124652163884525e+17,632287252.4709779,0.079371,[-0.018 ~ 0.176],-8.517350407918362e+16,final,0.003803730010986328
51,Ridge,delta G,kd,22760846.728639804,8.606852098678978,-0.200987,[-0.293 ~ -0.105],-23.051222,final,0.0043146610260009766
52,Ridge,Affinity Data Value,kd,1096151472533.4119,121545.022387029,0.104516,[0.007 ~ 0.2],-0.031989,final,0.0035011768341064453
53,Ridge,pKd pKi pIC50,kd,15.24768764779163,3.4896066406547877,0.134932,[0.038 ~ 0.23],-2.236661,final,0.003601551055908203
54,Lasso,delta G,kd,22768508.18564561,3.109242978346619,-0.561611,[-0.625 ~ -0.491],-23.059318,final,0.0033910274505615234
55,Lasso,Affinity Data Value,kd,1085643818877.2191,54390.657656924355,0.228015,[0.133 ~ 0.319],-0.022096,final,0.0033774375915527344
56,Lasso,pKd pKi pIC50,kd,6.362659233825755,1.827630158411267,0.23682,[0.142 ~ 0.327],-0.350616,final,0.003668069839477539
57,ElasticNet,delta G,kd,22766481.06048172,5.850796293593428,-0.264672,[-0.353 ~ -0.171],-23.057176,final,0.0036597251892089844
58,ElasticNet,Affinity Data Value,kd,1096083135251.3188,30996.13087787499,0.211151,[0.116 ~ 0.303],-0.031924,final,0.003604888916015625
59,ElasticNet,pKd pKi pIC50,kd,6.387620206179314,1.828582036988347,0.233746,[0.139 ~ 0.324],-0.355915,final,0.004350423812866211
60,SVR,delta G,kd,22775913.602486372,3.1731608825885327,-0.483865,[-0.555 ~ -0.405],-23.067143,final,0.11877727508544922
61,SVR,Affinity Data Value,kd,1131447400320.638,21.969722198816786,0.294868,[0.203 ~ 0.382],-0.065219,final,0.11987519264221191
62,SVR,pKd pKi pIC50,kd,3.470344448576273,0.8848279931436259,0.541848,[0.469 ~ 0.607],0.263342,final,0.10242414474487305
63,DecisionTree,delta G,kd,22777411.28319747,10.200658949659282,-0.208197,[-0.3 ~ -0.113],-23.068726,final,0.003985166549682617
64,DecisionTree,Affinity Data Value,kd,1329647513190.2969,461374.0897781547,-0.028649,[-0.126 ~ 0.069],-0.251817,final,0.0038917064666748047
65,DecisionTree,pKd pKi pIC50,kd,5.27570596491228,1.7513278377975816,0.347112,[0.258 ~ 0.43],-0.119886,final,0.004164457321166992
66,RandomForest,delta G,kd,22772898.84159932,4.376681916009055,-0.608794,[-0.667 ~ -0.543],-23.063958,final,0.08652138710021973
67,RandomForest,Affinity Data Value,kd,1071237581015.1198,145868.8757222959,0.153864,[0.057 ~ 0.248],-0.008533,final,0.04623985290527344
68,RandomForest,pKd pKi pIC50,kd,3.058242079192982,0.9066735565381039,0.649963,[0.59 ~ 0.703],0.35082,final,0.04956412315368652
69,XGBoost,delta G,kd,22780385.631776717,6.677492618560791,-0.489116,[-0.56 ~ -0.411],-23.071869,final,0.02071094512939453
70,XGBoost,Affinity Data Value,kd,1090908403165.6158,119069.75,0.110375,[0.013 ~ 0.206],-0.027053,final,0.02391791343688965
71,XGBoost,pKd pKi pIC50,kd,3.404741318289288,1.282612919807434,0.536854,[0.464 ~ 0.603],0.277268,final,0.01565241813659668
72,linearRegression,delta G,all,3268507024303883.5,57070274.71207568,0.083708,[-0.014 ~ 0.18],-3453807773.647239,GAP,0.006648063659667969
73,linearRegression,Affinity Data Value,all,9.291962275284509e+19,9622533056.032434,-0.000409,[-0.098 ~ 0.097],-87480618.547845,GAP,0.0037081241607666016
74,linearRegression,pKd pKi pIC50,all,144325202037.91397,379234.2845393467,-0.079732,[-0.176 ~ 0.018],-30636236132.081512,GAP,0.0042803287506103516
75,Ridge,delta G,all,22784397.222641468,5.034237229569295,-0.535712,[-0.602 ~ -0.462],-23.076108,GAP,0.003632783889770508
76,Ridge,Affinity Data Value,all,1080633855968.7269,69712.04706711948,0.229888,[0.135 ~ 0.32],-0.017379,GAP,0.0041391849517822266
77,Ridge,pKd pKi pIC50,all,2.988642324983662,1.0525523992042314,0.624229,[0.561 ~ 0.68],0.365594,GAP,0.003362417221069336
78,Lasso,delta G,all,22786725.245967194,4.514348434922452,-0.609864,[-0.668 ~ -0.545],-23.078568,GAP,0.006037712097167969
79,Lasso,Affinity Data Value,all,1077830601294.0537,57380.125658455785,0.267084,[0.174 ~ 0.355],-0.01474,GAP,0.004408121109008789
80,Lasso,pKd pKi pIC50,all,2.905869528791346,0.9602368575416043,0.654982,[0.595 ~ 0.707],0.383165,GAP,0.003706216812133789
81,ElasticNet,delta G,all,22787019.329575375,4.453364678536068,-0.598757,[-0.658 ~ -0.532],-23.078879,GAP,0.0034155845642089844
82,ElasticNet,Affinity Data Value,all,1093432771016.6768,27804.74589736446,0.294547,[0.203 ~ 0.381],-0.029429,GAP,0.004487514495849609
83,ElasticNet,pKd pKi pIC50,all,2.9381327363754566,0.9499950785279829,0.64941,[0.589 ~ 0.703],0.376316,GAP,0.0037996768951416016
84,SVR,delta G,all,22788900.402870547,4.304725481166448,-0.582045,[-0.643 ~ -0.514],-23.080867,GAP,0.21099543571472168
85,SVR,Affinity Data Value,all,1131669787270.7112,49.138614682435076,0.298738,[0.207 ~ 0.385],-0.065428,GAP,0.2136530876159668
86,SVR,pKd pKi pIC50,all,2.9394533378081786,1.062387893006981,0.629248,[0.566 ~ 0.685],0.376036,GAP,0.19617199897766113
87,DecisionTree,delta G,all,22785120.7733647,9.854441908506375,-0.369495,[-0.451 ~ -0.282],-23.076873,GAP,0.004029750823974609
88,DecisionTree,Affinity Data Value,all,1064391130309.1921,169175.50450688263,0.203869,[0.108 ~ 0.296],-0.002088,GAP,0.0040705204010009766
89,DecisionTree,pKd pKi pIC50,all,3.5366147368421057,1.8234925972094216,0.568462,[0.498 ~ 0.631],0.249275,GAP,0.004105329513549805
90,RandomForest,delta G,all,22787908.10460286,5.503012590188957,-0.695385,[-0.743 ~ -0.641],-23.079818,GAP,0.1154179573059082
91,RandomForest,Affinity Data Value,all,1056509896991.082,85020.35331283673,0.333672,[0.244 ~ 0.418],0.005332,GAP,0.07539248466491699
92,RandomForest,pKd pKi pIC50,all,2.359143336596491,1.11781061459327,0.743817,[0.697 ~ 0.784],0.499219,GAP,0.06988358497619629
93,XGBoost,delta G,all,22789741.155814443,7.333266735076904,-0.575302,[-0.637 ~ -0.506],-23.081755,GAP,0.01606297492980957
94,XGBoost,Affinity Data Value,all,1058798148664.9768,104789.3125,0.294072,[0.202 ~ 0.381],0.003178,GAP,0.015913009643554688
95,XGBoost,pKd pKi pIC50,all,2.7674149672236292,1.381179928779602,0.642589,[0.581 ~ 0.697],0.412555,GAP,0.02165675163269043
96,linearRegression,delta G,ki,5.379195047731445e+49,7.321421090978795e+24,-0.083708,[-0.18 ~ 0.014],-5.684156570278637e+43,GAP,0.003981590270996094
97,linearRegression,Affinity Data Value,ki,9.149167958796166e+57,9.548332637210063e+28,0.000403,[-0.097 ~ 0.098],-8.61362603151847e+45,GAP,0.004141092300415039
98,linearRegression,pKd pKi pIC50,ki,4.1046057440952485e+44,2.022425182467171e+22,0.079731,[-0.018 ~ 0.176],-8.71293918412604e+43,GAP,0.003992557525634766
99,Ridge,delta G,ki,5.654310820910992e+20,23737040761.26939,0.083708,[-0.014 ~ 0.18],-597486942151931.6,GAP,0.0039768218994140625
100,Ridge,Affinity Data Value,ki,1.1279283297906468e+27,33525672039140.953,-0.000403,[-0.098 ~ 0.097],-1061905614469691.6,GAP,0.003904581069946289
101,Ridge,pKd pKi pIC50,ki,2.104142920373682e+19,4579039159.677262,-0.079731,[-0.176 ~ 0.018],-4.4665116317928684e+18,GAP,0.004034280776977539
102,Lasso,delta G,ki,22834586.96570964,51.28139835562052,-0.100595,[-0.196 ~ -0.003],-23.129143,GAP,0.004174947738647461
103,Lasso,Affinity Data Value,ki,1091711351333.95,58894.32649010754,0.177713,[0.081 ~ 0.271],-0.027809,GAP,0.004564523696899414
104,Lasso,pKd pKi pIC50,ki,2.623032440528106,1.139777035806056,0.689358,[0.634 ~ 0.737],0.443203,GAP,0.004106760025024414
105,ElasticNet,delta G,ki,4.7722466044974216e+20,21807113046.693745,0.083708,[-0.014 ~ 0.18],-504279853235359.8,GAP,0.004045248031616211
106,ElasticNet,Affinity Data Value,ki,9.947362934553792e+26,31484059296185.176,-0.000403,[-0.098 ~ 0.097],-936509906735917.6,GAP,0.0042247772216796875
107,ElasticNet,pKd pKi pIC50,ki,8.070364476388516e+18,2835850385.1588626,-0.079731,[-0.176 ~ 0.018],-1.713114468488465e+18,GAP,0.004260540008544922
108,SVR,delta G,ki,22808142.938837677,4.322987738723438,-0.603046,[-0.662 ~ -0.537],-23.1012,GAP,0.09632158279418945
109,SVR,Affinity Data Value,ki,1131790790471.3276,26.854720322151913,0.261946,[0.169 ~ 0.351],-0.065542,GAP,0.0959920883178711
110,SVR,pKd pKi pIC50,ki,2.7814166664406494,1.0935127153215636,0.668399,[0.611 ~ 0.719],0.409582,GAP,0.09001755714416504
111,DecisionTree,delta G,ki,22796108.576164734,10.206401468201397,-0.399698,[-0.479 ~ -0.314],-23.088483,GAP,0.0041961669921875
112,DecisionTree,Affinity Data Value,ki,1098272734542.043,92258.5604837112,0.142437,[0.045 ~ 0.237],-0.033986,GAP,0.004295825958251953
113,DecisionTree,pKd pKi pIC50,ki,4.269523157894737,1.8053757160620352,0.479989,[0.401 ~ 0.552],0.093699,GAP,0.004092693328857422
114,RandomForest,delta G,ki,22801345.00702132,6.0544900819179395,-0.667927,[-0.719 ~ -0.61],-23.094017,GAP,0.08637619018554688
115,RandomForest,Affinity Data Value,ki,1085350215630.6057,94051.9408938019,0.184286,[0.088 ~ 0.277],-0.02182,GAP,0.04315900802612305
116,RandomForest,pKd pKi pIC50,ki,2.575810156210527,1.198444287797111,0.694195,[0.64 ~ 0.742],0.453227,GAP,0.04303789138793945
117,XGBoost,delta G,ki,22794821.74470731,8.017574310302734,-0.573576,[-0.636 ~ -0.504],-23.087124,GAP,0.01785588264465332
118,XGBoost,Affinity Data Value,ki,1089180215388.2764,125394.8515625,0.136727,[0.04 ~ 0.231],-0.025426,GAP,0.01679539680480957
119,XGBoost,pKd pKi pIC50,ki,2.797301870193829,1.4433616399765015,0.641971,[0.581 ~ 0.696],0.40621,GAP,0.029127120971679688
120,linearRegression,delta G,kd,3.0911683034855336e+16,175353997.30245414,0.07412,[-0.024 ~ 0.171],-32664152286.068317,GAP,0.0038559436798095703
121,linearRegression,Affinity Data Value,kd,1.109135646144776e+23,332427935842.02795,0.000191,[-0.097 ~ 0.098],-104421295106.30681,GAP,0.003389596939086914
122,linearRegression,pKd pKi pIC50,kd,2.1947553486208205e+17,467629265.9096568,0.079369,[-0.018 ~ 0.176],-4.6588566768143176e+16,GAP,0.0038459300994873047
123,Ridge,delta G,kd,22764521.889800042,10.657495623038914,-0.152555,[-0.247 ~ -0.056],-23.055106,GAP,0.0034749507904052734
124,Ridge,Affinity Data Value,kd,1124405276309.294,203810.2840086068,0.060594,[-0.037 ~ 0.157],-0.058589,GAP,0.0035851001739501953
125,Ridge,pKd pKi pIC50,kd,21.17252994443877,4.2500092913712795,0.104389,[0.007 ~ 0.2],-3.494341,GAP,0.003583192825317383
126,Lasso,delta G,kd,22767750.633367516,7.0924094757166705,-0.231314,[-0.322 ~ -0.137],-23.058518,GAP,0.0037643909454345703
127,Lasso,Affinity Data Value,kd,1084136511806.2483,54673.70597635326,0.240884,[0.147 ~ 0.331],-0.020677,GAP,0.0038254261016845703
128,Lasso,pKd pKi pIC50,kd,8.9346271667385,2.4255533199529675,0.173228,[0.077 ~ 0.266],-0.896573,GAP,0.003712177276611328
129,ElasticNet,delta G,kd,22768554.38713697,6.792966890663209,-0.241621,[-0.331 ~ -0.147],-23.059367,GAP,0.00457310676574707
130,ElasticNet,Affinity Data Value,kd,1094479968964.6779,36819.535073268264,0.191295,[0.095 ~ 0.284],-0.030415,GAP,0.0038721561431884766
131,ElasticNet,pKd pKi pIC50,kd,9.683782993761282,2.588181093815777,0.169089,[0.073 ~ 0.262],-1.055598,GAP,0.0039288997650146484
132,SVR,delta G,kd,22774634.575503465,3.303673233359174,-0.508349,[-0.577 ~ -0.432],-23.065792,GAP,0.10775089263916016
133,SVR,Affinity Data Value,kd,1131445336571.4521,24.4270135839603,0.310789,[0.22 ~ 0.396],-0.065217,GAP,0.10494613647460938
134,SVR,pKd pKi pIC50,kd,3.420452631165092,0.9076531202302195,0.548947,[0.477 ~ 0.614],0.273933,GAP,0.09973430633544922
135,DecisionTree,delta G,kd,22774134.973406367,9.562509257212298,-0.37026,[-0.452 ~ -0.283],-23.065264,GAP,0.0044133663177490234
136,DecisionTree,Affinity Data Value,kd,1112579026034.1377,246227.41036956394,0.096521,[-0.001 ~ 0.192],-0.047455,GAP,0.004353761672973633
137,DecisionTree,pKd pKi pIC50,kd,4.802438245614035,1.6643886651887727,0.386322,[0.3 ~ 0.466],-0.019424,GAP,0.004761695861816406
138,RandomForest,delta G,kd,22776843.373005796,4.423676856716542,-0.646419,[-0.7 ~ -0.586],-23.068126,GAP,0.04432988166809082
139,RandomForest,Affinity Data Value,kd,1064046004920.3932,103099.16175144506,0.227275,[0.133 ~ 0.318],-0.001763,GAP,0.04712057113647461
140,RandomForest,pKd pKi pIC50,kd,2.8787913132982452,0.9600917057034405,0.675213,[0.618 ~ 0.725],0.388912,GAP,0.0491330623626709
141,XGBoost,delta G,kd,22784751.811543327,6.265200138092041,-0.482359,[-0.554 ~ -0.404],-23.076483,GAP,0.01683497428894043
142,XGBoost,Affinity Data Value,kd,1095056045685.5991,94481.15625,0.138783,[0.042 ~ 0.233],-0.030957,GAP,0.01982402801513672
143,XGBoost,pKd pKi pIC50,kd,3.1738031330976275,1.2345129251480103,0.578807,[0.51 ~ 0.64],0.32629,GAP,0.016136646270751953
144,linearRegression,delta G,all,22780544.39575747,5.002779482829541,-0.585179,[-0.646 ~ -0.517],-23.072037,slim,0.0035750865936279297
145,linearRegression,Affinity Data Value,all,1084349480604.286,41079.577267415436,0.320947,[0.231 ~ 0.406],-0.020878,slim,0.003890514373779297
146,linearRegression,pKd pKi pIC50,all,3.052924812640107,1.1354231891623594,0.614815,[0.55 ~ 0.672],0.351949,slim,0.0037164688110351562
147,Ridge,delta G,all,22781762.36083614,4.859374717924394,-0.593432,[-0.653 ~ -0.526],-23.073324,slim,0.003290414810180664
148,Ridge,Affinity Data Value,all,1084262147398.0042,40729.66094388654,0.322815,[0.233 ~ 0.408],-0.020795,slim,0.003352642059326172
149,Ridge,pKd pKi pIC50,all,3.046219785824666,1.1304343368464291,0.616074,[0.552 ~ 0.673],0.353372,slim,0.0036695003509521484
150,Lasso,delta G,all,22781516.14091305,4.8948119454494785,-0.591078,[-0.651 ~ -0.524],-23.073064,slim,0.003567218780517578
151,Lasso,Affinity Data Value,all,1084158332858.7445,38520.97301514993,0.334934,[0.245 ~ 0.419],-0.020698,slim,0.0036504268646240234
152,Lasso,pKd pKi pIC50,all,3.016375405479124,1.1085532909183313,0.62183,[0.558 ~ 0.678],0.359707,slim,0.003657102584838867
153,ElasticNet,delta G,all,22781737.65577506,4.864976317083479,-0.593042,[-0.653 ~ -0.526],-23.073298,slim,0.003374338150024414
154,ElasticNet,Affinity Data Value,all,1097344404946.5402,19451.306711720397,0.338957,[0.25 ~ 0.423],-0.033112,slim,0.0036919116973876953
155,ElasticNet,pKd pKi pIC50,all,3.03516764760884,1.1223723821212865,0.618167,[0.554 ~ 0.675],0.355718,slim,0.003696441650390625
156,SVR,delta G,all,22790053.63967657,5.178359468987636,-0.663204,[-0.715 ~ -0.605],-23.082085,slim,0.1115880012512207
157,SVR,Affinity Data Value,all,1131619331767.3613,101.7975401229943,0.361696,[0.274 ~ 0.444],-0.065381,slim,0.11268997192382812
158,SVR,pKd pKi pIC50,all,2.5496388269785095,1.2118744783197768,0.69052,[0.636 ~ 0.738],0.458782,slim,0.10727453231811523
159,DecisionTree,delta G,all,22785899.70789201,9.207355468338731,-0.378808,[-0.459 ~ -0.292],-23.077696,slim,0.004673004150390625
160,DecisionTree,Affinity Data Value,all,1072717158125.3778,197394.009333263,0.180986,[0.085 ~ 0.274],-0.009926,slim,0.004800558090209961
161,DecisionTree,pKd pKi pIC50,all,4.195186666666667,1.9195035087005754,0.505477,[0.429 ~ 0.575],0.109478,slim,0.00444340705871582
162,RandomForest,delta G,all,22786192.78791773,5.351430877451576,-0.694447,[-0.742 ~ -0.64],-23.078005,slim,0.07441520690917969
163,RandomForest,Affinity Data Value,all,1041008286599.2828,131707.088045995,0.286225,[0.194 ~ 0.373],0.019927,slim,0.07662653923034668
164,RandomForest,pKd pKi pIC50,all,2.4364732633333324,1.154307174855893,0.721952,[0.672 ~ 0.766],0.482804,slim,0.07610273361206055
165,XGBoost,delta G,all,22786945.803059377,7.023806095123291,-0.597155,[-0.657 ~ -0.53],-23.078801,slim,0.015517234802246094
166,XGBoost,Affinity Data Value,all,1072045196212.9048,159994.515625,0.170124,[0.074 ~ 0.263],-0.009294,slim,0.015390634536743164
167,XGBoost,pKd pKi pIC50,all,2.65457187159772,1.3641129732131958,0.664732,[0.606 ~ 0.716],0.436508,slim,0.029508352279663086
168,linearRegression,delta G,ki,22797517.20345918,5.421227191576695,-0.623138,[-0.679 ~ -0.56],-23.089972,slim,0.003552675247192383
169,linearRegression,Affinity Data Value,ki,1085433041380.4105,43363.79688012522,0.327683,[0.238 ~ 0.412],-0.021898,slim,0.0034313201904296875
170,linearRegression,pKd pKi pIC50,ki,2.816229930368002,1.2233591419718406,0.63869,[0.577 ~ 0.693],0.402193,slim,0.003854036331176758
171,Ridge,delta G,ki,22799226.02814282,5.266770656347231,-0.627835,[-0.684 ~ -0.565],-23.091778,slim,0.0036025047302246094
172,Ridge,Affinity Data Value,ki,1085355734433.6719,42097.31277699024,0.333231,[0.244 ~ 0.417],-0.021825,slim,0.0033593177795410156
173,Ridge,pKd pKi pIC50,ki,2.810942167553211,1.2140630904921517,0.640391,[0.579 ~ 0.695],0.403315,slim,0.0034759044647216797
174,Lasso,delta G,ki,22799445.59818245,5.257968512529977,-0.629548,[-0.685 ~ -0.567],-23.09201,slim,0.0034024715423583984
175,Lasso,Affinity Data Value,ki,1088659079802.6932,32695.015362953345,0.361693,[0.274 ~ 0.444],-0.024935,slim,0.004071474075317383
176,Lasso,pKd pKi pIC50,ki,2.7959138596291955,1.181202553020364,0.646583,[0.586 ~ 0.7],0.406505,slim,0.003546476364135742
177,ElasticNet,delta G,ki,22798883.33324162,5.297512529378465,-0.627613,[-0.683 ~ -0.565],-23.091415,slim,0.0038614273071289062
178,ElasticNet,Affinity Data Value,ki,1100677402086.2498,19201.420855002038,0.345592,[0.257 ~ 0.429],-0.03625,slim,0.003856658935546875
179,ElasticNet,pKd pKi pIC50,ki,2.7990499676208547,1.186059823157807,0.645398,[0.585 ~ 0.699],0.405839,slim,0.003662586212158203
180,SVR,delta G,ki,22804788.877022915,5.230762113251199,-0.655032,[-0.707 ~ -0.595],-23.097656,slim,0.054388999938964844
181,SVR,Affinity Data Value,ki,1131754843093.027,54.835106013079915,0.357074,[0.269 ~ 0.439],-0.065508,slim,0.054845333099365234
182,SVR,pKd pKi pIC50,ki,2.7078722778306377,1.216383050485859,0.665516,[0.607 ~ 0.717],0.425194,slim,0.05172109603881836
183,DecisionTree,delta G,ki,22807696.557724334,9.955889455572892,-0.375091,[-0.456 ~ -0.288],-23.100728,slim,0.0036869049072265625
184,DecisionTree,Affinity Data Value,ki,1118449874691.1514,199736.59882264654,0.068436,[-0.029 ~ 0.165],-0.052982,slim,0.003947734832763672
185,DecisionTree,pKd pKi pIC50,ki,3.819247719298246,1.7551198605332945,0.522738,[0.448 ~ 0.59],0.18928,slim,0.0038979053497314453
186,RandomForest,delta G,ki,22800084.271855682,5.80432323526488,-0.666604,[-0.718 ~ -0.609],-23.092684,slim,0.04422616958618164
187,RandomForest,Affinity Data Value,ki,1071362018417.6178,119958.73876283877,0.200998,[0.105 ~ 0.293],-0.00865,slim,0.0450589656829834
188,RandomForest,pKd pKi pIC50,ki,2.5704234811228073,1.1881906549121486,0.696721,[0.643 ~ 0.744],0.45437,slim,0.04580855369567871
