,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information,Time
19,Lasso,delta G,ki,4674.677267932937,22806430.26118293,5.632667149549604,-0.6790942,[-0.727 ~ -0.622],-23.0993901,GAP RFECV Ridge,0.0030778884887695313
20,Lasso,delta G,kd,4674.663187739403,22806277.85105083,5.61199870730262,-0.6797191,[-0.727 ~ -0.622],-23.0992291,GAP RFECV Ridge,0.0029894828796386717
21,Lasso,Affinity Data Value,all,283337.7965053135,1091658637434.1995,61163.789198748666,0.182363,[0.082 ~ 0.271],-0.027758899999999996,GAP RFECV Ridge,0.002883625030517578
22,Lasso,Affinity Data Value,ki,284311.547334175,1089980085174.6979,63095.81257572961,0.1797955,[0.083 ~ 0.272],-0.0261785,GAP RFECV Ridge,0.002903437614440918
23,Lasso,Affinity Data Value,kd,283954.3170689067,1090300127521.875,62541.50603037015,0.1811741,[0.085 ~ 0.274],-0.0264799,GAP RFECV Ridge,0.0035169124603271484
24,Lasso,pKd pKi pIC50,all,1.3130993687390797,2.5805590383478743,1.1576631497013679,0.6944387999999999,[0.64 ~ 0.742],0.4522187,GAP RFECV Ridge,0.00369114875793457
25,Lasso,pKd pKi pIC50,ki,1.3126782764715643,2.5804731522066926,1.161511993085376,0.6937593999999999,[0.639 ~ 0.741],0.45223700000000006,GAP RFECV Ridge,0.0030602931976318358
26,Lasso,pKd pKi pIC50,kd,1.312964035228147,2.5811280197090665,1.1602487425279466,0.6938858,[0.638 ~ 0.74],0.45209789999999994,GAP RFECV Ridge,0.003521442413330078
27,ElasticNet,delta G,all,4674.643802852181,22805970.7399259,5.521939646786865,-0.6791731000000001,[-0.729 ~ -0.623],-23.098904599999997,GAP RFECV Ridge,0.0028178215026855467
28,ElasticNet,delta G,ki,4674.64268287898,22805946.85917374,5.510449561088419,-0.6793495,[-0.729 ~ -0.623],-23.0988795,GAP RFECV Ridge,0.0029829263687133787
29,ElasticNet,delta G,kd,4674.643666141423,22805967.59160479,5.5203217403157625,-0.6791998000000001,[-0.728 ~ -0.622],-23.0989013,GAP RFECV Ridge,0.0031377553939819338
30,ElasticNet,Affinity Data Value,all,278842.6702826401,1099908275939.3093,29275.303533942286,0.24695499999999998,[0.153 ~ 0.336],-0.035526,GAP RFECV Ridge,0.003057122230529785
31,ElasticNet,Affinity Data Value,ki,278842.6702826401,1099908275939.3093,29275.303533942282,0.24695499999999998,[0.153 ~ 0.336],-0.035526,GAP RFECV Ridge,0.0028626680374145507
32,ElasticNet,Affinity Data Value,kd,278842.6702826401,1099908275939.3093,29275.303533942293,0.24695499999999998,[0.153 ~ 0.336],-0.035526,GAP RFECV Ridge,0.0029617786407470704
33,ElasticNet,pKd pKi pIC50,all,1.3176241235992516,2.5929432188302375,1.1662617331041278,0.6904532999999999,[0.635 ~ 0.738],0.4495901,GAP RFECV Ridge,0.0032869815826416016
34,ElasticNet,pKd pKi pIC50,ki,1.3175598227843914,2.5926445236042013,1.1661143356418253,0.6905471000000001,[0.638 ~ 0.74],0.44965350000000004,GAP RFECV Ridge,0.0035921573638916016
35,ElasticNet,pKd pKi pIC50,kd,1.31750467432003,2.5917633956964603,1.1643877380988565,0.690977,[0.638 ~ 0.74],0.44984060000000003,GAP RFECV Ridge,0.0028847694396972657
36,SVR,delta G,all,4674.829272639837,22805678.284671187,4.438187588889298,-0.6115829999999999,[-0.669 ~ -0.547],-23.098595999999997,GAP RFECV Ridge,0.07082588672637939
37,SVR,delta G,ki,4674.829272639837,22805678.284671187,4.4381875888893,-0.6115829999999999,[-0.669 ~ -0.547],-23.098595999999997,GAP RFECV Ridge,0.0802030086517334
38,SVR,delta G,kd,4674.829272639837,22805678.284671187,4.438187588889298,-0.6115829999999999,[-0.669 ~ -0.547],-23.098595999999997,GAP RFECV Ridge,0.07808363437652588
39,SVR,Affinity Data Value,all,263950.14193105977,1131784941364.4875,29.771824049550958,0.279064,[0.187 ~ 0.367],-0.06553600000000001,GAP RFECV Ridge,0.0693326711654663
40,SVR,Affinity Data Value,ki,263950.1419246465,1131784941352.3784,29.77182267041987,0.279064,[0.187 ~ 0.367],-0.06553600000000001,GAP RFECV Ridge,0.07783114910125732
41,SVR,Affinity Data Value,kd,263950.14193747303,1131784941376.5964,29.771825428682043,0.279064,[0.187 ~ 0.367],-0.06553600000000001,GAP RFECV Ridge,0.07082617282867432
42,SVR,pKd pKi pIC50,all,1.3573910421375863,2.855327191037929,1.0917077395273078,0.648733,[0.588 ~ 0.702],0.39389299999999994,GAP RFECV Ridge,0.07003707885742187
43,SVR,pKd pKi pIC50,ki,1.3573910421375885,2.8553271910379356,1.0917077395273078,0.648733,[0.588 ~ 0.702],0.39389299999999994,GAP RFECV Ridge,0.0661013126373291
44,SVR,pKd pKi pIC50,kd,1.357391042137588,2.855327191037936,1.091707739527307,0.648733,[0.588 ~ 0.702],0.39389299999999994,GAP RFECV Ridge,0.0674668550491333
45,DecisionTree,delta G,all,4673.517987194208,22795085.628778655,10.082907769366807,-0.3498612,[-0.445 ~ -0.275],-23.087402500000003,GAP RFECV Ridge,0.004514622688293457
46,DecisionTree,delta G,ki,4673.444383704375,22794027.117013514,10.05851532109853,-0.3319244,[-0.43 ~ -0.259],-23.0862839,GAP RFECV Ridge,0.004374122619628907
47,DecisionTree,delta G,kd,4673.527167711242,22795169.23013994,10.059908728972818,-0.35085789999999994,[-0.427 ~ -0.255],-23.0874907,GAP RFECV Ridge,0.004841160774230957
48,DecisionTree,Affinity Data Value,all,277735.400742807,1085118868536.4846,164067.9604672911,0.16444760000000003,[0.03 ~ 0.222],-0.0216019,GAP RFECV Ridge,0.004590582847595215
49,DecisionTree,Affinity Data Value,ki,275486.14604385966,1073780352837.7324,168508.01003907682,0.1924398,[0.059 ~ 0.25],-0.010927200000000001,GAP RFECV Ridge,0.004315781593322754
50,DecisionTree,Affinity Data Value,kd,274467.55723508773,1073895283691.3699,142431.6492170973,0.1904255,[0.082 ~ 0.271],-0.011035399999999997,GAP RFECV Ridge,0.004905056953430176
51,DecisionTree,pKd pKi pIC50,all,1.6961263157894737,4.676074596491228,1.9074907328157693,0.45348540000000004,[0.371 ~ 0.527],0.007399,GAP RFECV Ridge,0.004105710983276367
52,DecisionTree,pKd pKi pIC50,ki,1.692915789473684,4.672206,1.9181242247405208,0.45577829999999997,[0.389 ~ 0.542],0.0082202,GAP RFECV Ridge,0.004369878768920898
53,DecisionTree,pKd pKi pIC50,kd,1.7023298245614036,4.744615368421053,1.91448107299497,0.4478392999999999,[0.359 ~ 0.516],-0.0071503,GAP RFECV Ridge,0.005677175521850586
54,RandomForest,delta G,all,4673.984614153268,22799855.705040753,5.757193409918141,-0.6554128,[-0.708 ~ -0.597],-23.0924429,GAP RFECV Ridge,0.05608301162719727
55,RandomForest,delta G,ki,4674.033276025657,22800231.249672033,5.698897668653518,-0.6549748,[-0.708 ~ -0.597],-23.0928398,GAP RFECV Ridge,0.06287600994110107
56,RandomForest,delta G,kd,4674.028261771373,22800253.73952102,5.748518503579472,-0.6555462000000001,[-0.693 ~ -0.577],-23.092863299999998,GAP RFECV Ridge,0.062294626235961915
57,RandomForest,Affinity Data Value,all,278965.8582980831,1083169343694.49,114862.91329112565,0.1678478,[0.084 ~ 0.273],-0.019766699999999998,GAP RFECV Ridge,0.0698847770690918
58,RandomForest,Affinity Data Value,ki,278798.1093231758,1081766774236.9941,115913.7691384592,0.1720865,[0.061 ~ 0.251],-0.0184461,GAP RFECV Ridge,0.06032702922821045
59,RandomForest,Affinity Data Value,kd,279005.71322329616,1079716575429.5208,115241.10799994688,0.1803622,[0.076 ~ 0.266],-0.0165159,GAP RFECV Ridge,0.06369154453277588
60,RandomForest,pKd pKi pIC50,all,1.3075336491228071,2.637593050480702,1.1646007760455905,0.6840947000000001,[0.643 ~ 0.744],0.4401122,GAP RFECV Ridge,0.0691798210144043
61,RandomForest,pKd pKi pIC50,ki,1.3085511929824563,2.636195099575439,1.1645606321093704,0.6845905999999999,[0.627 ~ 0.732],0.4404089,GAP RFECV Ridge,0.051450133323669434
62,RandomForest,pKd pKi pIC50,kd,1.3054530877192982,2.6297598094000003,1.1686266792667501,0.6856681,[0.622 ~ 0.728],0.44177489999999997,GAP RFECV Ridge,0.05953671932220459
63,XGBoost,delta G,all,4674.140747529355,22801258.042862955,7.602007961273193,-0.49083200000000005,[-0.562 ~ -0.413],-23.093925000000002,GAP RFECV Ridge,0.01613163948059082
64,XGBoost,delta G,ki,4674.140747529355,22801258.042862955,7.602008056640625,-0.49083200000000005,[-0.562 ~ -0.413],-23.093925000000002,GAP RFECV Ridge,0.01694636344909668
65,XGBoost,delta G,kd,4674.140747529355,22801258.042862955,7.6020080089569095,-0.49083200000000005,[-0.562 ~ -0.413],-23.093925000000002,GAP RFECV Ridge,0.015588927268981933
66,XGBoost,Affinity Data Value,all,278636.3380062342,1083017612264.9021,82935.065625,0.220138,[0.125 ~ 0.311],-0.019624,GAP RFECV Ridge,0.015453696250915527
67,XGBoost,Affinity Data Value,ki,278636.3380062342,1083017612264.9021,82935.06796875,0.220138,[0.125 ~ 0.311],-0.019624,GAP RFECV Ridge,0.015456366539001464
68,XGBoost,Affinity Data Value,kd,278636.3380062342,1083017612264.9021,82935.0671875,0.220138,[0.125 ~ 0.311],-0.019624,GAP RFECV Ridge,0.015415501594543458
69,XGBoost,pKd pKi pIC50,all,1.3513056216323585,2.7900066522022087,1.4360593199729919,0.644875,[0.584 ~ 0.699],0.407759,GAP RFECV Ridge,0.02160179615020752
70,XGBoost,pKd pKi pIC50,ki,1.3513056216323585,2.7900066522022087,1.4360592842102051,0.644875,[0.584 ~ 0.699],0.407759,GAP RFECV Ridge,0.015283322334289551
71,XGBoost,pKd pKi pIC50,kd,1.3513056216323585,2.7900066522022087,1.4360592722892762,0.644875,[0.584 ~ 0.699],0.407759,GAP RFECV Ridge,0.015215325355529784
