,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,System
20,RandomForest,pKd pKi pIC50,all,16.21497142857143,264.53486570428583,0.3489915930804303,-0.522648,[-0.792 ~ -0.084],0.273161,-0.277228,X-GRADE,004-AR
21,XGBoost,delta G,all,1.1017798968723844,1.8344683577511363,0.9262363314628601,0.125949,[-0.353 ~ 0.553],0.015863,-0.055006,X-GRADE,004-AR
22,XGBoost,Affinity Data Value,all,272183.5074553572,170771447243.27924,318758.90625,-0.254849,[-0.639 ~ 0.231],0.064948,-0.156216,X-GRADE,004-AR
23,XGBoost,pKd pKi pIC50,all,15.62813696725028,245.29333780921738,0.7559493184089661,0.390965,[-0.083 ~ 0.721],0.152853,0.29703,X-GRADE,004-AR
24,linearRegression,delta G,ki,2899823.826952053,117725608268121.47,10455459.848715404,0.041661,[-0.425 ~ 0.491],0.001736,0.063806,X-GRADE,004-AR
25,linearRegression,Affinity Data Value,ki,149210139796.96136,3.116910380575186e+23,537984565026.2954,-0.041661,[-0.491 ~ 0.425],0.001736,0.360836,X-GRADE,004-AR
26,linearRegression,pKd pKi pIC50,ki,37681.18684249609,19862720817.279858,135804.40744910642,-0.041662,[-0.491 ~ 0.425],0.001736,-0.063806,X-GRADE,004-AR
27,Ridge,delta G,ki,1.0440035062852004,1.6426771381456378,0.8094496142488775,0.257422,[-0.228 ~ 0.641],0.066266,0.182618,X-GRADE,004-AR
28,Ridge,Affinity Data Value,ki,94991.36086082704,19192367434.21494,136269.60575028716,0.247012,[-0.239 ~ 0.634],0.061015,0.380638,X-GRADE,004-AR
29,Ridge,pKd pKi pIC50,ki,15.88323087411994,254.0567518984996,0.5941615644580424,-0.258083,[-0.641 ~ 0.228],0.066607,-0.182618,X-GRADE,004-AR
30,Lasso,delta G,ki,0.7280565835636311,1.0678801167966763,0.7120832220545191,0.392543,[-0.081 ~ 0.721],0.15409,0.167217,X-GRADE,004-AR
31,Lasso,Affinity Data Value,ki,127897.62832415743,17269271899.83928,30191.380032556972,0.8015,[0.542 ~ 0.921],0.642403,0.651266,X-GRADE,004-AR
32,Lasso,pKd pKi pIC50,ki,16.105099741576637,261.1479932644901,0.5185058579137103,-0.367502,[-0.707 ~ 0.11],0.135058,-0.167217,X-GRADE,004-AR
33,ElasticNet,delta G,ki,0.782638834987674,1.112811932503681,0.7852498768230052,0.399739,[-0.072 ~ 0.726],0.159791,0.231023,X-GRADE,004-AR
34,ElasticNet,Affinity Data Value,ki,155627.80538184513,25433477340.18848,34835.117608580804,0.298943,[-0.185 ~ 0.666],0.089367,0.402641,X-GRADE,004-AR
35,ElasticNet,pKd pKi pIC50,ki,16.101534934789722,261.1271104663849,0.5614763666724513,-0.379644,[-0.714 ~ 0.096],0.14413,-0.20022,X-GRADE,004-AR
36,SVR,delta G,ki,0.8972380301364201,1.242485765909928,0.5881081959863017,0.171488,[-0.312 ~ 0.584],0.029408,0.270627,X-GRADE,004-AR
37,SVR,Affinity Data Value,ki,145.01879665224655,21095.521458944837,8.463157696092361,0.430593,[-0.035 ~ 0.743],0.18541,0.319032,X-GRADE,004-AR
38,SVR,pKd pKi pIC50,ki,16.249695746221242,265.5120860693693,0.4621659526310117,-0.145642,[-0.567 ~ 0.336],0.021212,-0.270627,X-GRADE,004-AR
39,DecisionTree,delta G,ki,1.8585714285714285,3.887085714285715,0.9991325319128241,-0.154178,[-0.573 ~ 0.328],0.023771,-0.221166,X-GRADE,004-AR
40,DecisionTree,Affinity Data Value,ki,2404.5449999999996,32262013.121835716,5146.473506297338,0.555999,[0.13 ~ 0.809],0.309135,0.187729,X-GRADE,004-AR
41,DecisionTree,pKd pKi pIC50,ki,15.245000000000001,233.60413571428575,0.7609057438476914,0.305931,[-0.178 ~ 0.671],0.093594,0.278352,X-GRADE,004-AR
42,RandomForest,delta G,ki,0.6108928571428583,1.012390603571432,0.5319225805356209,0.476165,[0.022 ~ 0.767],0.226733,0.237624,X-GRADE,004-AR
43,RandomForest,Affinity Data Value,ki,118694.2675482857,106064446897.983,303275.7187246629,0.068745,[-0.403 ~ 0.512],0.004726,0.237624,X-GRADE,004-AR
44,RandomForest,pKd pKi pIC50,ki,16.66552857142857,279.33047957142855,0.38556762582150517,-0.416555,[-0.735 ~ 0.052],0.173518,0.015402,X-GRADE,004-AR
45,XGBoost,delta G,ki,1.7575278404780799,3.91688159951759,1.217268943786621,-0.164965,[-0.58 ~ 0.318],0.027213,0.061606,X-GRADE,004-AR
46,XGBoost,Affinity Data Value,ki,839714.6008035716,1854143664590.5168,1071924.75,-0.142217,[-0.564 ~ 0.339],0.020226,-0.354236,X-GRADE,004-AR
47,XGBoost,pKd pKi pIC50,ki,16.307409925460814,268.2396040668876,0.8360627889633179,-0.287144,[-0.659 ~ 0.198],0.082451,-0.09681,X-GRADE,004-AR
48,linearRegression,delta G,kd,7940714317.84254,8.827692139649283e+20,28630652631.974915,0.041661,[-0.425 ~ 0.491],0.001736,0.286029,X-GRADE,004-AR
49,linearRegression,Affinity Data Value,kd,1.6216163124136082e+16,3.6814952504863666e+33,5.846820763481384e+16,0.041661,[-0.425 ~ 0.491],0.001736,0.015402,X-GRADE,004-AR
50,linearRegression,pKd pKi pIC50,kd,9470488207.866743,1.2556620527644327e+21,34146330789.862385,0.041661,[-0.425 ~ 0.491],0.001736,-0.475248,X-GRADE,004-AR
51,Ridge,delta G,kd,375.43080371778296,1959114.5594121737,1349.1329826294666,0.041806,[-0.425 ~ 0.491],0.001748,0.356436,X-GRADE,004-AR
52,Ridge,Affinity Data Value,kd,11390303.622302098,1768372999874843.5,40558304.20545644,0.041266,[-0.426 ~ 0.491],0.001703,0.052805,X-GRADE,004-AR
53,Ridge,pKd pKi pIC50,kd,290.12420446871795,1065586.7480678132,990.619273793541,-0.041806,[-0.491 ~ 0.425],0.001748,-0.356436,X-GRADE,004-AR
54,Lasso,delta G,kd,1.1197711250693672,1.5050437250627928,0.4178369053035819,0.614851,[0.217 ~ 0.837],0.378042,0.49505,X-GRADE,004-AR
55,Lasso,Affinity Data Value,kd,63634182.724615335,5.6575401526327096e+16,229215095.5158614,0.041789,[-0.425 ~ 0.491],0.001746,0.140814,X-GRADE,004-AR
56,Lasso,pKd pKi pIC50,kd,15.538611318318363,242.94807592814354,0.27896811237795033,-0.54134,[-0.801 ~ -0.11],0.293049,-0.451045,X-GRADE,004-AR
57,ElasticNet,delta G,kd,77.21893376936157,81020.93223564308,274.5841185917315,0.042493,[-0.425 ~ 0.492],0.001806,0.332233,X-GRADE,004-AR
58,ElasticNet,Affinity Data Value,kd,7814254.668544566,823957350934397.8,27699715.366778236,0.042256,[-0.425 ~ 0.492],0.001786,0.424643,X-GRADE,004-AR
59,ElasticNet,pKd pKi pIC50,kd,69.0413860875221,41981.59221413968,192.86405846220165,-0.042504,[-0.492 ~ 0.425],0.001807,-0.332233,X-GRADE,004-AR
60,SVR,delta G,kd,1.1200733398596583,1.590635097451743,0.3191141408941672,0.52877,[0.092 ~ 0.795],0.279598,0.431243,X-GRADE,004-AR
61,SVR,Affinity Data Value,kd,982.8129691249407,966316.4730483331,20.48399696697782,0.593628,[0.185 ~ 0.827],0.352394,0.39824,X-GRADE,004-AR
62,SVR,pKd pKi pIC50,kd,15.67742549103073,247.21262779077594,0.2477723874735301,-0.509176,[-0.785 ~ -0.066],0.25926,-0.358636,X-GRADE,004-AR
63,DecisionTree,delta G,kd,1.0278571428571428,1.3961928571428572,1.9464724765690413,0.855548,[0.653 ~ 0.944],0.731963,0.716626,X-GRADE,004-AR
64,DecisionTree,Affinity Data Value,kd,6769.333571428571,177009911.2433071,11453.812413557118,0.157253,[-0.325 ~ 0.575],0.024728,0.216811,X-GRADE,004-AR
65,DecisionTree,pKd pKi pIC50,kd,16.597857142857144,280.76316428571425,1.404318412640678,-0.744607,[-0.897 ~ -0.434],0.554439,-0.644419,X-GRADE,004-AR
66,RandomForest,delta G,kd,0.7917785714285704,0.843872824999999,0.4459902699245209,0.692925,[0.343 ~ 0.874],0.480145,0.477448,X-GRADE,004-AR
67,RandomForest,Affinity Data Value,kd,52923.5449465,7793978530.421885,70662.2380900245,0.5048,[0.06 ~ 0.782],0.254823,0.39604,X-GRADE,004-AR
68,RandomForest,pKd pKi pIC50,kd,15.897314285714286,254.2876075871429,0.3236892037313648,-0.520081,[-0.79 ~ -0.08],0.270485,-0.49285,X-GRADE,004-AR
69,XGBoost,delta G,kd,1.9923666340964186,4.912737343848116,0.44482770562171936,-0.020815,[-0.475 ~ 0.442],0.000433,0.061606,X-GRADE,004-AR
70,XGBoost,Affinity Data Value,kd,303354.862766462,311980302452.20844,495453.8125,-0.102341,[-0.536 ~ 0.374],0.010474,-0.132013,X-GRADE,004-AR
71,XGBoost,pKd pKi pIC50,kd,15.324039655412946,236.86566193288476,0.5906240344047546,-0.472242,[-0.765 ~ -0.017],0.223012,-0.173817,X-GRADE,004-AR
72,linearRegression,delta G,all,0.6608347830711789,0.8437245580999646,0.34925814899188323,0.545673,[0.116 ~ 0.803],0.297759,0.532454,GRADE,004-AR
73,linearRegression,Affinity Data Value,all,54039.64409422444,4863917797.438133,66636.08340278413,0.388975,[-0.085 ~ 0.719],0.151301,0.389439,GRADE,004-AR
74,linearRegression,pKd pKi pIC50,all,16.20048168978745,263.9201896943378,0.25640492626149386,-0.546351,[-0.804 ~ -0.117],0.2985,-0.532454,GRADE,004-AR
75,Ridge,delta G,all,0.6589036092754456,0.8408093788406154,0.35087996862010784,0.548492,[0.12 ~ 0.805],0.300843,0.541254,GRADE,004-AR
76,Ridge,Affinity Data Value,all,55096.14496744771,5080903173.840517,68846.38997079918,0.407537,[-0.063 ~ 0.73],0.166087,0.389439,GRADE,004-AR
77,Ridge,pKd pKi pIC50,all,16.200787117574453,263.93358550680415,0.2575953189464977,-0.54916,[-0.805 ~ -0.121],0.301577,-0.541254,GRADE,004-AR
78,Lasso,delta G,all,0.6576117695712261,0.8205792869950804,0.35951207974233806,0.577812,[0.162 ~ 0.819],0.333867,0.627063,GRADE,004-AR
79,Lasso,Affinity Data Value,all,56012.57161037702,5415202830.785005,69698.42819636528,0.410376,[-0.06 ~ 0.732],0.168408,0.389439,GRADE,004-AR
80,Lasso,pKd pKi pIC50,all,16.18609787874066,263.4847057464981,0.26394050524729734,-0.578409,[-0.82 ~ -0.163],0.334557,-0.627063,GRADE,004-AR
81,ElasticNet,delta G,all,0.6553339505210712,0.8297925269062926,0.35604649581548925,0.562047,[0.139 ~ 0.812],0.315897,0.545655,GRADE,004-AR
82,ElasticNet,Affinity Data Value,all,125692.83518179278,16361361208.653412,23721.437669870294,0.686221,[0.332 ~ 0.871],0.4709,0.59846,GRADE,004-AR
83,ElasticNet,pKd pKi pIC50,all,16.199223326410692,263.8843082450179,0.2577389055397755,-0.551283,[-0.806 ~ -0.124],0.303912,-0.541254,GRADE,004-AR
84,SVR,delta G,all,0.5615701542239905,0.6538383025528087,0.8521882733143414,0.657036,[0.284 ~ 0.857],0.431697,0.49505,GRADE,004-AR
85,SVR,Affinity Data Value,all,362.8190869327767,133683.4849197625,45.868226998665385,0.614104,[0.216 ~ 0.837],0.377124,0.477448,GRADE,004-AR
86,SVR,pKd pKi pIC50,all,16.335773833157628,269.2928000074172,0.6588345362897196,-0.647648,[-0.853 ~ -0.269],0.419448,-0.484049,GRADE,004-AR
87,DecisionTree,delta G,all,3.0792857142857146,10.944178571428571,1.7151045663368132,-0.350738,[-0.697 ~ 0.129],0.123017,-0.355744,GRADE,004-AR
88,DecisionTree,Affinity Data Value,all,6510.415000000002,548321001.015693,22493.26727786734,0.244865,[-0.241 ~ 0.633],0.059959,-0.359399,GRADE,004-AR
89,DecisionTree,pKd pKi pIC50,all,14.534999999999998,213.07739285714288,1.2652974160332455,0.336244,[-0.145 ~ 0.689],0.11306,0.142153,GRADE,004-AR
90,RandomForest,delta G,all,0.6564571428571424,0.8825551671428575,0.5323975218053596,0.453262,[-0.007 ~ 0.755],0.205446,0.215622,GRADE,004-AR
91,RandomForest,Affinity Data Value,all,14683.681377857141,622298713.2097485,20167.117199737913,0.575709,[0.159 ~ 0.818],0.331441,0.435644,GRADE,004-AR
92,RandomForest,pKd pKi pIC50,all,16.24526428571429,265.24003584357143,0.2882954094539919,-0.237493,[-0.628 ~ 0.249],0.056403,-0.079208,GRADE,004-AR
93,XGBoost,delta G,all,1.4773389639173238,2.853620501625035,0.6163172125816345,-0.190701,[-0.597 ~ 0.294],0.036367,-0.178218,GRADE,004-AR
94,XGBoost,Affinity Data Value,all,82821.8891127232,18376027329.528767,117576.390625,0.4322,[-0.033 ~ 0.744],0.186797,-0.235424,GRADE,004-AR
95,XGBoost,pKd pKi pIC50,all,15.67773320879255,246.40785204053586,0.432253360748291,0.742654,[0.43 ~ 0.896],0.551535,0.69527,GRADE,004-AR
96,linearRegression,delta G,ki,0.6722957425903798,1.2662162706779623,0.4598901162160594,0.223509,[-0.262 ~ 0.619],0.049956,0.336634,GRADE,004-AR
97,linearRegression,Affinity Data Value,ki,101781.35202937476,18110115737.44288,88038.3398504755,0.417035,[-0.052 ~ 0.735],0.173919,0.105611,GRADE,004-AR
98,linearRegression,pKd pKi pIC50,ki,16.598201175303025,276.87835872764384,0.3375615411155212,-0.225128,[-0.62 ~ 0.261],0.050683,-0.356436,GRADE,004-AR
99,Ridge,delta G,ki,0.672124608265724,1.260164753181348,0.4639825063426526,0.238691,[-0.247 ~ 0.629],0.056973,0.369637,GRADE,004-AR
100,Ridge,Affinity Data Value,ki,91020.4657831988,16464721453.169508,90443.80458986909,0.449921,[-0.011 ~ 0.753],0.202429,0.345435,GRADE,004-AR
101,Ridge,pKd pKi pIC50,ki,16.604331577066148,277.0962071556558,0.3405715255022257,-0.240269,[-0.63 ~ 0.246],0.057729,-0.369637,GRADE,004-AR
102,Lasso,delta G,ki,0.6605804254197748,1.223138683103155,0.4705236691450145,0.255198,[-0.231 ~ 0.639],0.065126,0.431243,GRADE,004-AR
103,Lasso,Affinity Data Value,ki,81825.75385484203,10039211523.721485,57825.926637600794,0.660386,[0.289 ~ 0.859],0.43611,0.59626,GRADE,004-AR
104,Lasso,pKd pKi pIC50,ki,16.577175489275998,276.22974168597136,0.35144024009581987,-0.269517,[-0.648 ~ 0.216],0.072639,-0.448845,GRADE,004-AR
105,ElasticNet,delta G,ki,0.6672549621569451,1.2361045070584706,0.47222512649240445,0.266461,[-0.219 ~ 0.646],0.071002,0.424643,GRADE,004-AR
106,ElasticNet,Affinity Data Value,ki,110890.89959614593,12934711209.909882,25257.7681588409,0.664132,[0.295 ~ 0.861],0.441071,0.574258,GRADE,004-AR
107,ElasticNet,pKd pKi pIC50,ki,16.600977993899583,277.0042650245855,0.3448560434465876,-0.260017,[-0.642 ~ 0.226],0.067609,-0.407041,GRADE,004-AR
108,SVR,delta G,ki,0.716653549815198,1.1372896522587392,0.9951965048004086,0.625453,[0.234 ~ 0.843],0.391191,0.490649,GRADE,004-AR
109,SVR,Affinity Data Value,ki,141.53342095521344,20682.030073720118,26.122841931454342,0.604431,[0.201 ~ 0.832],0.365337,0.50165,GRADE,004-AR
110,SVR,pKd pKi pIC50,ki,16.740026983959734,282.98503014652414,0.7734790601501215,-0.648244,[-0.853 ~ -0.269],0.42022,-0.512652,GRADE,004-AR
111,DecisionTree,delta G,ki,0.8600000000000001,2.0209,0.9251290588400108,-0.008811,[-0.466 ~ 0.452],7.8e-05,-0.079609,GRADE,004-AR
112,DecisionTree,Affinity Data Value,ki,6969.330714285715,206454373.82412148,12565.575681566828,0.41234,[-0.057 ~ 0.733],0.170024,-0.158416,GRADE,004-AR
113,DecisionTree,pKd pKi pIC50,ki,16.542857142857144,275.4409571428572,0.8597629597387733,0.038051,[-0.428 ~ 0.488],0.001448,0.105976,GRADE,004-AR
114,RandomForest,delta G,ki,0.689100000000001,1.2833253057142873,0.9292906109457024,0.449023,[-0.012 ~ 0.753],0.201621,0.09901,GRADE,004-AR
115,RandomForest,Affinity Data Value,ki,23891.746525285715,2374225336.3287783,42466.718467554776,0.13886,[-0.342 ~ 0.562],0.019282,0.138614,GRADE,004-AR
116,RandomForest,pKd pKi pIC50,ki,16.747614285714285,282.6506982257143,0.5965144022073701,-0.564607,[-0.813 ~ -0.143],0.318781,-0.402641,GRADE,004-AR
117,XGBoost,delta G,ki,0.7893419878823418,1.1170564510963115,0.8953999876976013,0.482549,[0.03 ~ 0.771],0.232854,0.352035,GRADE,004-AR
118,XGBoost,Affinity Data Value,ki,99245.51099051339,20324527480.731205,130242.7265625,-0.37473,[-0.711 ~ 0.102],0.140422,-0.341034,GRADE,004-AR
119,XGBoost,pKd pKi pIC50,ki,16.246122624533516,267.0334730725869,0.9114010334014893,-0.606558,[-0.833 ~ -0.205],0.367913,-0.30143,GRADE,004-AR
120,linearRegression,delta G,kd,0.8721247172834199,1.0044652217320147,0.28054953494890533,0.661088,[0.29 ~ 0.859],0.437038,0.583059,GRADE,004-AR
121,linearRegression,Affinity Data Value,kd,65471.88414653511,5925209189.947898,68138.42936009048,0.187801,[-0.297 ~ 0.595],0.035269,0.187019,GRADE,004-AR
122,linearRegression,pKd pKi pIC50,kd,15.961398899368003,256.1990669460614,0.20585934985696813,-0.661073,[-0.859 ~ -0.29],0.437018,-0.583059,GRADE,004-AR
123,Ridge,delta G,kd,0.8688133950818021,0.9985577667212171,0.28288425593128963,0.668114,[0.302 ~ 0.863],0.446377,0.583059,GRADE,004-AR
124,Ridge,Affinity Data Value,kd,67165.76059649549,6048458653.984434,69955.32328415436,0.262724,[-0.223 ~ 0.644],0.069024,0.270627,GRADE,004-AR
125,Ridge,pKd pKi pIC50,kd,15.961240221439121,256.20015286121736,0.20757300518658992,-0.668091,[-0.863 ~ -0.302],0.446346,-0.583059,GRADE,004-AR
126,Lasso,delta G,kd,0.855743880174262,0.9556743566487695,0.309228989583171,0.736447,[0.419 ~ 0.893],0.542354,0.607261,GRADE,004-AR
127,Lasso,Affinity Data Value,kd,63078.620786721,5429562341.765355,68531.46550188292,0.283281,[-0.202 ~ 0.657],0.080248,0.275028,GRADE,004-AR
128,Lasso,pKd pKi pIC50,kd,15.947844789748967,255.81838721958206,0.21957346642245051,-0.719431,[-0.886 ~ -0.389],0.517581,-0.572058,GRADE,004-AR
129,ElasticNet,delta G,kd,0.8595305607842848,0.9719419833878101,0.2963384927120332,0.710314,[0.373 ~ 0.882],0.504546,0.572058,GRADE,004-AR
130,ElasticNet,Affinity Data Value,kd,140900.86210778536,20366950130.020176,22670.038532305894,0.702249,[0.359 ~ 0.878],0.493154,0.563257,GRADE,004-AR
131,ElasticNet,pKd pKi pIC50,kd,15.949498919498511,255.87933538327997,0.22271929008040509,-0.723784,[-0.888 ~ -0.397],0.523863,-0.572058,GRADE,004-AR
132,SVR,delta G,kd,1.1809300034217223,1.7402031622340495,0.2985917920414026,0.54848,[0.12 ~ 0.805],0.300831,0.369637,GRADE,004-AR
133,SVR,Affinity Data Value,kd,972.2304259543265,945553.1243041214,18.53337396854776,0.602439,[0.198 ~ 0.831],0.362933,0.444445,GRADE,004-AR
134,SVR,pKd pKi pIC50,kd,15.529594115791351,242.58307488773195,0.24245266376649,-0.493722,[-0.777 ~ -0.045],0.243761,-0.303631,GRADE,004-AR
135,DecisionTree,delta G,kd,1.7735714285714284,6.024364285714285,1.864076616626329,-0.0909,[-0.528 ~ 0.384],0.008263,-0.254427,GRADE,004-AR
136,DecisionTree,Affinity Data Value,kd,10012.809285714287,706297216.8648359,24618.39167772351,0.470455,[0.015 ~ 0.764],0.221327,0.116203,GRADE,004-AR
137,DecisionTree,pKd pKi pIC50,kd,17.015,292.3302642857143,1.4165976773917983,0.097773,[-0.378 ~ 0.533],0.00956,0.204453,GRADE,004-AR
138,RandomForest,delta G,kd,0.9710357142857153,1.2645814492857155,0.6694627180563125,0.334081,[-0.147 ~ 0.688],0.11161,0.29483,GRADE,004-AR
139,RandomForest,Affinity Data Value,kd,17871.578190714285,709954729.247709,19763.372680297027,0.709663,[0.372 ~ 0.881],0.503621,0.512652,GRADE,004-AR
140,RandomForest,pKd pKi pIC50,kd,15.898885714285717,254.25063027428573,0.3879745310386926,-0.271184,[-0.649 ~ 0.214],0.073541,-0.228823,GRADE,004-AR
141,XGBoost,delta G,kd,1.4435074956076488,2.3881263537109882,0.7177979946136475,-0.257156,[-0.64 ~ 0.229],0.066129,-0.288229,GRADE,004-AR
142,XGBoost,Affinity Data Value,kd,67173.18906808035,6282863899.75947,67372.7421875,0.038077,[-0.428 ~ 0.488],0.00145,-0.024202,GRADE,004-AR
143,XGBoost,pKd pKi pIC50,kd,16.10281490462167,261.07326711433655,0.5480456948280334,-0.319356,[-0.679 ~ 0.164],0.101988,-0.374038,GRADE,004-AR
144,linearRegression,delta G,all,1.1177398772663194,2.031195900214458,0.6127148173053553,0.419649,[0.136 ~ 0.64],0.176105,0.393866,X-GRADE,009-CDK2
145,linearRegression,Affinity Data Value,all,166702.61579616158,38191171828.823204,105434.75642138459,0.314384,[0.015 ~ 0.562],0.098837,0.248588,X-GRADE,009-CDK2
146,linearRegression,pKd pKi pIC50,all,14.978995790110513,227.19876893234448,0.4524024584748882,-0.416728,[-0.638 ~ -0.132],0.173662,-0.385593,X-GRADE,009-CDK2
147,Ridge,delta G,all,1.1226300252331338,2.010110825479873,0.5954302647722607,0.416127,[0.131 ~ 0.637],0.173161,0.38297,X-GRADE,009-CDK2
148,Ridge,Affinity Data Value,all,171297.48864004193,39768893701.42703,104458.27251689945,0.309981,[0.01 ~ 0.559],0.096088,0.245561,X-GRADE,009-CDK2
149,Ridge,pKd pKi pIC50,all,14.950828767981122,226.32205316930788,0.43661048688953347,-0.416203,[-0.637 ~ -0.131],0.173225,-0.38297,X-GRADE,009-CDK2
150,Lasso,delta G,all,1.1444260362764782,2.0905693640501726,0.5603215502487929,0.389626,[0.1 ~ 0.618],0.151809,0.35795,X-GRADE,009-CDK2
151,Lasso,Affinity Data Value,all,209081.48947468345,46845592015.36821,55951.56297564355,0.338482,[0.042 ~ 0.581],0.11457,0.283697,X-GRADE,009-CDK2
152,Lasso,pKd pKi pIC50,all,14.968221017487654,226.75556914158824,0.4096274282569253,-0.389445,[-0.618 ~ -0.1],0.151667,-0.371065,X-GRADE,009-CDK2
153,ElasticNet,delta G,all,1.1288269354218388,2.0858638877384332,0.5747289282797994,0.41696,[0.132 ~ 0.638],0.173856,0.381356,X-GRADE,009-CDK2
154,ElasticNet,Affinity Data Value,all,139665.13893070564,20275255698.75605,27729.62252319808,0.341331,[0.045 ~ 0.583],0.116507,0.293584,X-GRADE,009-CDK2
155,ElasticNet,pKd pKi pIC50,all,14.995918087782384,227.62637244550925,0.4174009889805588,-0.41081,[-0.634 ~ -0.125],0.168765,-0.379338,X-GRADE,009-CDK2
156,SVR,delta G,all,1.2995833136461308,3.107112478203399,0.7568614411192921,0.465899,[0.192 ~ 0.673],0.217061,0.395884,X-GRADE,009-CDK2
157,SVR,Affinity Data Value,all,334.12634365769514,113215.50850189746,40.295764926725745,0.436492,[0.156 ~ 0.652],0.190526,0.388822,X-GRADE,009-CDK2
158,SVR,pKd pKi pIC50,all,15.446595698059392,241.7095853767721,0.5430518624880392,-0.470745,[-0.676 ~ -0.198],0.221601,-0.413438,X-GRADE,009-CDK2
159,DecisionTree,delta G,all,1.9726129032258068,5.220739193548389,2.271716289756413,0.308321,[0.008 ~ 0.558],0.095062,0.286668,X-GRADE,009-CDK2
160,DecisionTree,Affinity Data Value,all,8974.761806451614,1211418630.4210603,33628.77041210971,0.225985,[-0.081 ~ 0.494],0.051069,-0.129744,X-GRADE,009-CDK2
161,DecisionTree,pKd pKi pIC50,all,14.66493548387097,221.0288533870968,1.5233778667388884,-0.35681,[-0.594 ~ -0.062],0.127313,-0.330358,X-GRADE,009-CDK2
162,RandomForest,delta G,all,1.455135483870967,3.1453378380645125,0.6981653446798729,0.145894,[-0.162 ~ 0.428],0.021285,0.063963,X-GRADE,009-CDK2
