,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
3524,SVR,Affinity Data Value,all,263930.8828795293,1131676270436.4192,44.69058087381625,0.240297,[0.146 ~ 0.33],-0.065434,final size145 r regression
3525,DecisionTree,Affinity Data Value,all,319719.2172459649,1155553843651.6128,237865.78686978944,-0.005395,[-0.103 ~ 0.092],-0.087914,final size145 r regression
3526,RandomForest,Affinity Data Value,all,275607.39911790524,1054417269383.2305,73569.71185387515,0.372084,[0.285 ~ 0.453],0.007303,final size145 r regression
3527,XGBoost,Affinity Data Value,all,294307.499282072,1059324522865.0157,133032.921875,0.241312,[0.147 ~ 0.331],0.002683,final size145 r regression
3528,linearRegression,Affinity Data Value,all,6200514108.56376,1.0955618138320447e+22,104485274490.36658,-0.000404,[-0.098 ~ 0.097],-10314336560.816675,GAP size145 r regression
3529,Ridge,Affinity Data Value,all,289605.941446459,1078024596763.7009,63607.87293129045,0.246523,[0.153 ~ 0.336],-0.014923,GAP size145 r regression
3530,Lasso,Affinity Data Value,all,286721.658919117,1079677988558.3009,56208.821813069626,0.257468,[0.164 ~ 0.346],-0.01648,GAP size145 r regression
3531,ElasticNet,Affinity Data Value,all,284514.2647830088,1096031599290.1465,25137.957518531704,0.266028,[0.173 ~ 0.354],-0.031876,GAP size145 r regression
3532,SVR,Affinity Data Value,all,263928.26541581005,1131672787353.9768,44.94910226425539,0.254181,[0.161 ~ 0.343],-0.065431,GAP size145 r regression
3533,DecisionTree,Affinity Data Value,all,271894.82664947363,969715257511.8906,238125.66905232592,0.376733,[0.29 ~ 0.458],0.087047,GAP size145 r regression
3534,RandomForest,Affinity Data Value,all,267577.1290385298,1042274381707.3127,93080.33949899982,0.378895,[0.292 ~ 0.46],0.018735,GAP size145 r regression
3535,XGBoost,Affinity Data Value,all,281692.2939901838,1047370068099.8634,111143.75,0.314313,[0.224 ~ 0.4],0.013937,GAP size145 r regression
3536,linearRegression,Affinity Data Value,all,436696.77126917226,7424397823610.881,2475922.2203830066,-0.019505,[-0.117 ~ 0.078],-5.989814,final size145 mutual info regression
3537,Ridge,Affinity Data Value,all,290781.04547408764,1077464201334.451,66613.70764231875,0.245549,[0.152 ~ 0.335],-0.014395,final size145 mutual info regression
3538,Lasso,Affinity Data Value,all,286507.6359433237,1079884600963.2112,54293.565187558335,0.25889,[0.165 ~ 0.348],-0.016674,final size145 mutual info regression
3539,ElasticNet,Affinity Data Value,all,285317.4169069474,1098511590336.389,23527.96885292033,0.236676,[0.142 ~ 0.327],-0.034211,final size145 mutual info regression
3540,SVR,Affinity Data Value,all,263934.5711053792,1131681410464.9697,32.9392010972949,0.241493,[0.147 ~ 0.331],-0.065439,final size145 mutual info regression
3541,DecisionTree,Affinity Data Value,all,267819.1372845614,1081511396646.1748,88777.44970634597,0.235089,[0.141 ~ 0.325],-0.018206,final size145 mutual info regression
3542,RandomForest,Affinity Data Value,all,270897.9014527052,991623314912.5922,125005.28610782175,0.48498,[0.407 ~ 0.556],0.066421,final size145 mutual info regression
3543,XGBoost,Affinity Data Value,all,302035.73240128095,1097717318254.0974,258493.390625,0.133502,[0.036 ~ 0.228],-0.033463,final size145 mutual info regression
3544,linearRegression,Affinity Data Value,all,461697.0150720399,9955149660640.438,2935705.5261706323,-0.020249,[-0.118 ~ 0.078],-8.37243,GAP size145 mutual info regression
3545,Ridge,Affinity Data Value,all,288862.9126928523,1076443590598.5565,63843.95395183782,0.25705,[0.164 ~ 0.346],-0.013435,GAP size145 mutual info regression
3546,Lasso,Affinity Data Value,all,286472.3303262486,1078453983941.2277,55912.03840091874,0.266112,[0.173 ~ 0.355],-0.015327,GAP size145 mutual info regression
3547,ElasticNet,Affinity Data Value,all,285228.6802131549,1095634630015.4476,24895.026009394875,0.265757,[0.173 ~ 0.354],-0.031502,GAP size145 mutual info regression
3548,SVR,Affinity Data Value,all,263930.82787154627,1131676010146.0657,39.41555348780104,0.270144,[0.177 ~ 0.358],-0.065434,GAP size145 mutual info regression
3549,DecisionTree,Affinity Data Value,all,279652.92490947375,1083344080501.8453,150578.57093774222,0.153004,[0.056 ~ 0.247],-0.019931,GAP size145 mutual info regression
3550,RandomForest,Affinity Data Value,all,270174.76870397193,1024414669884.7533,96507.90719117665,0.446481,[0.365 ~ 0.521],0.035549,GAP size145 mutual info regression
3551,XGBoost,Affinity Data Value,all,282748.5457045351,1041709250491.8464,120234.5078125,0.307317,[0.216 ~ 0.393],0.019267,GAP size145 mutual info regression
3552,linearRegression,Affinity Data Value,all,1984346294.3596573,1.1216900102756679e+21,33432807776.45566,-0.000405,[-0.098 ~ 0.097],-1056032450.837949,final size150 f regression
3553,Ridge,Affinity Data Value,all,291058.8414016144,1080416592329.1814,65107.57600515151,0.236798,[0.142 ~ 0.327],-0.017175,final size150 f regression
3554,Lasso,Affinity Data Value,all,285350.77079950296,1080735648979.6044,52467.832813262095,0.264125,[0.171 ~ 0.353],-0.017475,final size150 f regression
3555,ElasticNet,Affinity Data Value,all,283362.98445457144,1095732850653.3728,26407.110035100726,0.27435,[0.182 ~ 0.362],-0.031595,final size150 f regression
3556,SVR,Affinity Data Value,all,263930.36209501425,1131675241520.3284,44.61237074561209,0.27823,[0.186 ~ 0.366],-0.065433,final size150 f regression
3557,DecisionTree,Affinity Data Value,all,297627.3904705263,1237096392720.0361,429804.5877963315,0.055264,[-0.043 ~ 0.152],-0.164684,final size150 f regression
3558,RandomForest,Affinity Data Value,all,278344.5225699123,1017741391618.6484,139359.59564674116,0.350023,[0.261 ~ 0.433],0.041832,final size150 f regression
3559,XGBoost,Affinity Data Value,all,284914.619971119,1012438312056.1974,122638.4921875,0.42364,[0.34 ~ 0.501],0.046824,final size150 f regression
3560,linearRegression,Affinity Data Value,all,3367833669.1649113,3.231627600910717e+21,56747561292.69599,-0.000404,[-0.098 ~ 0.097],-3042465909.8609,GAP size150 f regression
3561,Ridge,Affinity Data Value,all,291470.2556253096,1080210553929.3013,67850.51369183394,0.238538,[0.144 ~ 0.329],-0.016981,GAP size150 f regression
3562,Lasso,Affinity Data Value,all,284156.4482091665,1090136098721.5776,36419.743464596555,0.262125,[0.169 ~ 0.351],-0.026326,GAP size150 f regression
3563,ElasticNet,Affinity Data Value,all,283796.40869396593,1093447488410.2528,27253.7324997076,0.294229,[0.202 ~ 0.381],-0.029443,GAP size150 f regression
3564,SVR,Affinity Data Value,all,263926.7406065415,1131669222166.5083,51.34086873251743,0.297728,[0.206 ~ 0.384],-0.065428,GAP size150 f regression
3565,DecisionTree,Affinity Data Value,all,302979.64758982457,1106188621290.5874,227615.49496195719,0.087319,[-0.01 ~ 0.183],-0.041438,GAP size150 f regression
3566,RandomForest,Affinity Data Value,all,270236.3289571789,1029184142430.4193,97360.34430277995,0.421507,[0.338 ~ 0.499],0.031059,GAP size150 f regression
3567,XGBoost,Affinity Data Value,all,302132.14594273095,1048159199204.7645,193945.78125,0.209979,[0.115 ~ 0.301],0.013194,GAP size150 f regression
3568,linearRegression,Affinity Data Value,all,2807325995.209688,2.2454139416421492e+21,47302570657.591125,-0.000404,[-0.098 ~ 0.097],-2113979769.222536,final size150 r regression
3569,Ridge,Affinity Data Value,all,292561.40180956014,1085944302495.4303,67302.41368289554,0.213176,[0.118 ~ 0.304],-0.022379,final size150 r regression
3570,Lasso,Affinity Data Value,all,290103.28723650984,1085255879772.7329,65317.96112569182,0.219959,[0.125 ~ 0.311],-0.021731,final size150 r regression
3571,ElasticNet,Affinity Data Value,all,283763.47460489575,1095853834226.3285,30046.3573385177,0.243179,[0.149 ~ 0.333],-0.031709,final size150 r regression
3572,SVR,Affinity Data Value,all,263931.53875322733,1131677187955.2156,42.930712883519725,0.240018,[0.146 ~ 0.33],-0.065435,final size150 r regression
3573,DecisionTree,Affinity Data Value,all,326147.1143814035,1146408946623.891,253160.48906207577,0.018671,[-0.079 ~ 0.116],-0.079304,final size150 r regression
3574,RandomForest,Affinity Data Value,all,275478.68440488074,1061062428478.45,66583.4894519165,0.36554,[0.278 ~ 0.447],0.001046,final size150 r regression
3575,XGBoost,Affinity Data Value,all,297316.5009570697,1059916125628.4047,126739.3984375,0.230074,[0.135 ~ 0.321],0.002126,final size150 r regression
3576,linearRegression,Affinity Data Value,all,781773076.9706829,1.739895046665973e+20,13167368577.059393,0.0004,[-0.097 ~ 0.098],-163805115.85397,GAP size150 r regression
3577,Ridge,Affinity Data Value,all,291209.324047788,1081502873005.9072,66414.5690595451,0.228829,[0.134 ~ 0.319],-0.018198,GAP size150 r regression
3578,Lasso,Affinity Data Value,all,284381.76309776324,1090300432354.9612,36428.094282194936,0.259388,[0.166 ~ 0.348],-0.02648,GAP size150 r regression
3579,ElasticNet,Affinity Data Value,all,284157.0607249838,1095436408766.0027,26052.470793584784,0.272093,[0.179 ~ 0.36],-0.031316,GAP size150 r regression
3580,SVR,Affinity Data Value,all,263926.7716350645,1131668931208.188,51.690094964139526,0.267038,[0.174 ~ 0.355],-0.065427,GAP size150 r regression
3581,DecisionTree,Affinity Data Value,all,281866.71403894736,1103929587830.951,169843.34121914709,0.098651,[0.001 ~ 0.194],-0.039312,GAP size150 r regression
3582,RandomForest,Affinity Data Value,all,269531.2735516491,1045890317736.7568,94826.92073112898,0.348165,[0.259 ~ 0.431],0.01533,GAP size150 r regression
3583,XGBoost,Affinity Data Value,all,282430.2174133031,1043103840179.2877,111326.7890625,0.337383,[0.248 ~ 0.421],0.017954,GAP size150 r regression
3584,linearRegression,Affinity Data Value,all,1325320891.3003333,5.0021425501645144e+20,22326172073.07069,-0.000407,[-0.098 ~ 0.097],-470934465.144969,final size150 mutual info regression
3585,Ridge,Affinity Data Value,all,292126.5884021502,1078249172684.0366,66450.1089256991,0.23656,[0.142 ~ 0.327],-0.015134,final size150 mutual info regression
3586,Lasso,Affinity Data Value,all,286947.5735851041,1078663017330.7423,55029.690132242,0.265053,[0.172 ~ 0.354],-0.015524,final size150 mutual info regression
3587,ElasticNet,Affinity Data Value,all,284958.32554561,1098515512143.3224,23893.375251718513,0.237909,[0.144 ~ 0.328],-0.034214,final size150 mutual info regression
3588,SVR,Affinity Data Value,all,263935.094472017,1131680786627.3145,32.4205952097199,0.266663,[0.174 ~ 0.355],-0.065438,final size150 mutual info regression
3589,DecisionTree,Affinity Data Value,all,270473.26900035085,1081580662137.0647,105768.51040383821,0.20458,[0.109 ~ 0.296],-0.018271,final size150 mutual info regression
3590,RandomForest,Affinity Data Value,all,276082.01181407017,999155349509.6307,119810.95557327037,0.461171,[0.381 ~ 0.535],0.05933,final size150 mutual info regression
3591,XGBoost,Affinity Data Value,all,291389.8253561051,1054300959850.0103,160215.625,0.222005,[0.127 ~ 0.313],0.007412,final size150 mutual info regression
3592,linearRegression,Affinity Data Value,all,386106271.08041495,4.2382926160469565e+19,6498809290.761811,0.000393,[-0.097 ~ 0.098],-39902061.975766,GAP size150 mutual info regression
3593,Ridge,Affinity Data Value,all,292659.80353848124,1076746072837.7184,66039.26244823125,0.237412,[0.143 ~ 0.327],-0.013719,GAP size150 mutual info regression
3594,Lasso,Affinity Data Value,all,284435.2929022429,1088980720921.2285,39078.57366744284,0.25804,[0.165 ~ 0.347],-0.025238,GAP size150 mutual info regression
3595,ElasticNet,Affinity Data Value,all,284411.04589861404,1094510983834.9692,25552.651143879615,0.286137,[0.194 ~ 0.373],-0.030444,GAP size150 mutual info regression
3596,SVR,Affinity Data Value,all,263927.79854443384,1131668252512.3782,46.52417553867183,0.311183,[0.22 ~ 0.397],-0.065427,GAP size150 mutual info regression
3597,DecisionTree,Affinity Data Value,all,290612.16530912276,1092226855614.1855,219256.10940935084,0.118382,[0.021 ~ 0.214],-0.028294,GAP size150 mutual info regression
3598,RandomForest,Affinity Data Value,all,271072.96063091577,1021221110253.1324,103668.80245630498,0.427237,[0.344 ~ 0.504],0.038556,GAP size150 mutual info regression
3599,XGBoost,Affinity Data Value,all,303718.4656814337,1048370331291.2568,161732.28125,0.221621,[0.127 ~ 0.312],0.012995,GAP size150 mutual info regression
3600,linearRegression,Affinity Data Value,all,3102549563.4387894,2.742534101177038e+21,52277229192.89066,-0.000404,[-0.098 ~ 0.097],-2582001251.202824,final size155 f regression
3601,Ridge,Affinity Data Value,all,291203.60897070076,1080413436945.6465,65108.97533891521,0.236149,[0.142 ~ 0.326],-0.017172,final size155 f regression
3602,Lasso,Affinity Data Value,all,285514.60243619676,1080274333823.2219,53225.83368452543,0.264503,[0.171 ~ 0.353],-0.017041,final size155 f regression
3603,ElasticNet,Affinity Data Value,all,283363.89976385416,1095736032250.7557,26391.672691609387,0.274435,[0.182 ~ 0.362],-0.031598,final size155 f regression
3604,SVR,Affinity Data Value,all,263930.4469904297,1131675632491.6833,44.31974956634364,0.27706,[0.184 ~ 0.365],-0.065434,final size155 f regression
3605,DecisionTree,Affinity Data Value,all,296521.98207403504,1247397817315.533,426405.6936207353,0.041286,[-0.057 ~ 0.138],-0.174382,final size155 f regression
3606,RandomForest,Affinity Data Value,all,276042.43659437547,1026971122242.4873,129385.90286986549,0.342797,[0.254 ~ 0.426],0.033142,final size155 f regression
3607,XGBoost,Affinity Data Value,all,294845.1828846152,1024529220462.9995,138049.328125,0.331236,[0.241 ~ 0.415],0.035441,final size155 f regression
3608,linearRegression,Affinity Data Value,all,6677611641.037299,1.27064225374656e+22,112524810018.21518,-0.000404,[-0.098 ~ 0.097],-11962658508.396055,GAP size155 f regression
3609,Ridge,Affinity Data Value,all,291348.6061556036,1080117971295.1658,67765.21127988327,0.239125,[0.145 ~ 0.329],-0.016894,GAP size155 f regression
3610,Lasso,Affinity Data Value,all,286881.84156319156,1077583081783.0715,57781.567675764425,0.267429,[0.174 ~ 0.356],-0.014507,GAP size155 f regression
3611,ElasticNet,Affinity Data Value,all,283798.3033234807,1093446913265.5625,27255.60451504773,0.294216,[0.202 ~ 0.381],-0.029443,GAP size155 f regression
3612,SVR,Affinity Data Value,all,263926.84122667357,1131669459070.6482,51.05053115716022,0.296686,[0.205 ~ 0.383],-0.065428,GAP size155 f regression
3613,DecisionTree,Affinity Data Value,all,286087.8000108772,1111825706214.7605,189850.8593146055,0.072845,[-0.025 ~ 0.169],-0.046746,GAP size155 f regression
3614,RandomForest,Affinity Data Value,all,268654.35966579296,1026289015324.5182,101365.45220557232,0.417249,[0.333 ~ 0.495],0.033784,GAP size155 f regression
3615,XGBoost,Affinity Data Value,all,305259.92618142493,1069235734061.5763,183936.375,0.162121,[0.066 ~ 0.256],-0.006649,GAP size155 f regression
3616,linearRegression,Affinity Data Value,all,623792142.761113,1.1073765207451655e+20,10504694601.9749,-0.000409,[-0.098 ~ 0.097],-104255678.519058,final size155 r regression
3617,Ridge,Affinity Data Value,all,292197.76644996443,1085876845563.5623,67021.19945081347,0.212451,[0.117 ~ 0.304],-0.022316,final size155 r regression
3618,Lasso,Affinity Data Value,all,286731.4071044976,1086002404562.6553,57464.80102356289,0.229944,[0.135 ~ 0.32],-0.022434,final size155 r regression
3619,ElasticNet,Affinity Data Value,all,283797.538619593,1095721028864.5565,30274.487367998172,0.2437,[0.15 ~ 0.333],-0.031584,final size155 r regression
3620,SVR,Affinity Data Value,all,263932.2446287169,1131677663206.3381,41.52938970517693,0.238011,[0.144 ~ 0.328],-0.065435,final size155 r regression
3621,DecisionTree,Affinity Data Value,all,327729.4288389474,1104557510337.3005,278968.3941898,0.106882,[0.009 ~ 0.202],-0.039903,final size155 r regression
3622,RandomForest,Affinity Data Value,all,275084.99558999296,1061941622910.09,71506.87183408476,0.339253,[0.25 ~ 0.423],0.000219,final size155 r regression
3623,XGBoost,Affinity Data Value,all,299289.46677810483,1076111264822.6627,133068.140625,0.170067,[0.074 ~ 0.263],-0.013122,final size155 r regression
3624,linearRegression,Affinity Data Value,all,6884092638.700823,1.3504633947243047e+22,116005362329.62376,-0.000404,[-0.098 ~ 0.097],-12714147016.299536,GAP size155 r regression
3625,Ridge,Affinity Data Value,all,291326.24640153814,1081500468359.264,66096.20257747048,0.229032,[0.134 ~ 0.32],-0.018195,GAP size155 r regression
3626,Lasso,Affinity Data Value,all,286399.1353712749,1081774801107.7434,52200.533114809885,0.254896,[0.161 ~ 0.344],-0.018454,GAP size155 r regression
3627,ElasticNet,Affinity Data Value,all,284219.1922706074,1095375114133.6052,26060.257253217325,0.272266,[0.179 ~ 0.36],-0.031258,GAP size155 r regression
3628,SVR,Affinity Data Value,all,263927.32686559967,1131669752329.6287,50.38003086855933,0.266838,[0.174 ~ 0.355],-0.065428,GAP size155 r regression
3629,DecisionTree,Affinity Data Value,all,274678.57556526316,1037349037632.543,166185.58642966862,0.286484,[0.194 ~ 0.374],0.023372,GAP size155 r regression
3630,RandomForest,Affinity Data Value,all,268264.28061918245,1042943485688.3315,90143.1133379723,0.383221,[0.297 ~ 0.464],0.018105,GAP size155 r regression
3631,XGBoost,Affinity Data Value,all,281973.0820626696,1059390237933.8298,108847.9453125,0.277719,[0.185 ~ 0.365],0.002621,GAP size155 r regression
3632,linearRegression,Affinity Data Value,all,1342164120.09562,5.1304424198859535e+20,22610683743.99356,-0.000406,[-0.098 ~ 0.097],-483013455.307244,final size155 mutual info regression
3633,Ridge,Affinity Data Value,all,290892.11106094794,1078122279704.7404,64108.501295495946,0.244152,[0.15 ~ 0.334],-0.015015,final size155 mutual info regression
3634,Lasso,Affinity Data Value,all,286021.76602071885,1079536552471.9609,53984.50364806365,0.265576,[0.172 ~ 0.354],-0.016346,final size155 mutual info regression
3635,ElasticNet,Affinity Data Value,all,284157.8008960204,1097032392546.5713,25081.557222490195,0.25859,[0.165 ~ 0.347],-0.032818,final size155 mutual info regression
3636,SVR,Affinity Data Value,all,263933.6730699716,1131678751997.5833,35.717463427948836,0.266046,[0.173 ~ 0.354],-0.065437,final size155 mutual info regression
3637,DecisionTree,Affinity Data Value,all,281744.7513757895,1094587118106.8802,187371.72810401395,0.120257,[0.023 ~ 0.215],-0.030516,final size155 mutual info regression
3638,RandomForest,Affinity Data Value,all,276317.50231432985,1015917448715.4154,128753.20776003235,0.37708,[0.29 ~ 0.458],0.043549,final size155 mutual info regression
3639,XGBoost,Affinity Data Value,all,279450.11776721524,1011484331022.5768,138765.546875,0.392265,[0.306 ~ 0.472],0.047722,final size155 mutual info regression
3640,linearRegression,Affinity Data Value,all,2771834655.007786,2.188898950727406e+21,46703493275.848404,-0.000405,[-0.098 ~ 0.097],-2060772854.767956,GAP size155 mutual info regression
3641,Ridge,Affinity Data Value,all,292952.13419392885,1077072622449.6116,67714.35576554343,0.234351,[0.14 ~ 0.325],-0.014027,GAP size155 mutual info regression
3642,Lasso,Affinity Data Value,all,285352.8590880341,1084581988093.8723,47294.40239418215,0.255023,[0.161 ~ 0.344],-0.021097,GAP size155 mutual info regression
3643,ElasticNet,Affinity Data Value,all,284328.9631377716,1095088389556.3618,25728.43706271546,0.276884,[0.184 ~ 0.365],-0.030988,GAP size155 mutual info regression
3644,SVR,Affinity Data Value,all,263929.71719469846,1131672888949.189,42.905394754105025,0.297396,[0.206 ~ 0.384],-0.065431,GAP size155 mutual info regression
3645,DecisionTree,Affinity Data Value,all,279661.01633017545,1070471784898.3119,210596.1643778679,0.1637,[0.067 ~ 0.257],-0.007812,GAP size155 mutual info regression
3646,RandomForest,Affinity Data Value,all,271590.23621232633,1031410220792.9623,96888.27915174013,0.411077,[0.327 ~ 0.489],0.028963,GAP size155 mutual info regression
3647,XGBoost,Affinity Data Value,all,287941.01865018846,1044665081208.2258,162565.796875,0.247536,[0.154 ~ 0.337],0.016484,GAP size155 mutual info regression
3648,linearRegression,Affinity Data Value,all,6737047687.2692175,1.2933763235156643e+22,113526984862.3934,-0.000404,[-0.098 ~ 0.097],-12176691933.126495,final size160 f regression
3649,Ridge,Affinity Data Value,all,291255.6863721959,1080439287289.041,66019.16765494374,0.236635,[0.142 ~ 0.327],-0.017196,final size160 f regression
3650,Lasso,Affinity Data Value,all,285675.6488646979,1079353524211.8368,54748.79585981859,0.266709,[0.174 ~ 0.355],-0.016174,final size160 f regression
3651,ElasticNet,Affinity Data Value,all,283163.1183876451,1095458650941.7255,26677.522449843204,0.278265,[0.186 ~ 0.366],-0.031337,final size160 f regression
3652,SVR,Affinity Data Value,all,263929.5477178033,1131675056021.3577,45.62461418139715,0.28046,[0.188 ~ 0.368],-0.065433,final size160 f regression
3653,DecisionTree,Affinity Data Value,all,308471.4484810526,1246605213030.7964,435311.1690454853,0.047518,[-0.05 ~ 0.144],-0.173636,final size160 f regression
3654,RandomForest,Affinity Data Value,all,278309.8289823439,1021073814961.6517,120258.8109683014,0.3751,[0.288 ~ 0.456],0.038694,final size160 f regression
3655,XGBoost,Affinity Data Value,all,280388.71731502784,1013376836398.4039,123555.9765625,0.415762,[0.332 ~ 0.493],0.045941,final size160 f regression
3656,linearRegression,Affinity Data Value,all,10602593789.311316,3.2035433346948705e+22,178670142121.8471,-0.000404,[-0.098 ~ 0.097],-30160255428.889416,GAP size160 f regression
3657,Ridge,Affinity Data Value,all,291489.2919396415,1080090554043.3175,67736.97690641589,0.238576,[0.144 ~ 0.329],-0.016868,GAP size160 f regression
3658,Lasso,Affinity Data Value,all,285851.7156908923,1080368443509.6895,52930.791583499646,0.265577,[0.172 ~ 0.354],-0.01713,GAP size160 f regression
3659,ElasticNet,Affinity Data Value,all,283804.98775252874,1093448682775.7585,27240.503751559438,0.294278,[0.202 ~ 0.381],-0.029444,GAP size160 f regression
3660,SVR,Affinity Data Value,all,263926.9591118182,1131670002789.958,50.685772907833616,0.295574,[0.204 ~ 0.382],-0.065428,GAP size160 f regression
3661,DecisionTree,Affinity Data Value,all,294598.1360705263,1092638256277.4763,225733.54580197082,0.111307,[0.014 ~ 0.207],-0.028681,GAP size160 f regression
3662,RandomForest,Affinity Data Value,all,270987.1095362982,1031664389612.9855,99987.90984992069,0.397386,[0.312 ~ 0.477],0.028724,GAP size160 f regression
3663,XGBoost,Affinity Data Value,all,308055.78703329875,1079091478245.6829,190207.453125,0.141569,[0.045 ~ 0.236],-0.015927,GAP size160 f regression
3664,linearRegression,Affinity Data Value,all,1696759693.6952047,8.200781431796487e+20,28586699188.535797,-0.000405,[-0.098 ~ 0.097],-772075282.105963,final size160 r regression
3665,Ridge,Affinity Data Value,all,291913.2953030337,1082009505605.8114,66942.22142506893,0.218787,[0.124 ~ 0.31],-0.018675,final size160 r regression
3666,Lasso,Affinity Data Value,all,286549.2673311608,1079398012319.2583,56326.7943630607,0.257179,[0.164 ~ 0.346],-0.016216,final size160 r regression
3667,ElasticNet,Affinity Data Value,all,283952.46223172924,1096097106999.1873,26331.7590822222,0.262666,[0.169 ~ 0.351],-0.031938,final size160 r regression
3668,SVR,Affinity Data Value,all,263929.1354198967,1131673146762.5754,44.98517203319354,0.263377,[0.17 ~ 0.352],-0.065431,final size160 r regression
3669,DecisionTree,Affinity Data Value,all,284958.5388950877,1132895221381.328,197334.93162125477,0.041421,[-0.056 ~ 0.138],-0.066582,final size160 r regression
3670,RandomForest,Affinity Data Value,all,274475.37768116145,1023958059397.5074,117358.53956897692,0.373905,[0.287 ~ 0.455],0.035979,final size160 r regression
3671,XGBoost,Affinity Data Value,all,282411.0682007208,1032143057063.5763,129565.0,0.341016,[0.252 ~ 0.425],0.028273,final size160 r regression
3672,linearRegression,Affinity Data Value,all,4903949906.390593,6.852601594794002e+21,82635062029.3073,-0.000404,[-0.098 ~ 0.097],-6451488019.153161,GAP size160 r regression
3673,Ridge,Affinity Data Value,all,291642.52099614375,1081700747154.9934,68486.07245328004,0.228096,[0.133 ~ 0.319],-0.018384,GAP size160 r regression
3674,Lasso,Affinity Data Value,all,287441.79681453673,1079434678580.8141,56878.416416308544,0.255091,[0.161 ~ 0.344],-0.016251,GAP size160 r regression
3675,ElasticNet,Affinity Data Value,all,284474.8087021923,1095363905395.8647,26172.20470180956,0.269289,[0.176 ~ 0.358],-0.031247,GAP size160 r regression
3676,SVR,Affinity Data Value,all,263928.2448306601,1131670880814.4373,48.52622725867207,0.267057,[0.174 ~ 0.355],-0.065429,GAP size160 r regression
3677,DecisionTree,Affinity Data Value,all,286939.31556877197,1113563612100.3396,157684.68450179763,0.065032,[-0.033 ~ 0.162],-0.048382,GAP size160 r regression
3678,RandomForest,Affinity Data Value,all,269237.329459386,1044868044495.2552,97469.5612926792,0.350733,[0.262 ~ 0.434],0.016293,GAP size160 r regression
3679,XGBoost,Affinity Data Value,all,286064.6631753233,1076699804721.0724,103980.109375,0.205966,[0.111 ~ 0.298],-0.013676,GAP size160 r regression
3680,linearRegression,Affinity Data Value,all,175519619.86087844,8.736034620700091e+18,2950510253.808532,0.000386,[-0.097 ~ 0.098],-8224674.244787,final size160 mutual info regression
3681,Ridge,Affinity Data Value,all,291353.11015322927,1079846524320.4133,64226.387296810215,0.230805,[0.136 ~ 0.321],-0.016638,final size160 mutual info regression
3682,Lasso,Affinity Data Value,all,285903.58296805044,1079566893120.9937,54032.492366356164,0.265072,[0.172 ~ 0.354],-0.016375,final size160 mutual info regression
3683,ElasticNet,Affinity Data Value,all,284191.88669242105,1096893877268.1008,25236.03073191144,0.259063,[0.166 ~ 0.348],-0.032688,final size160 mutual info regression
3684,SVR,Affinity Data Value,all,263934.6599232284,1131679787076.6895,32.330419741143345,0.274114,[0.181 ~ 0.362],-0.065437,final size160 mutual info regression
3685,DecisionTree,Affinity Data Value,all,271019.8190915789,1065132292882.8114,164719.24770796453,0.216136,[0.121 ~ 0.307],-0.002785,final size160 mutual info regression
3686,RandomForest,Affinity Data Value,all,279586.2400269579,1020924749687.7723,133648.39873835453,0.349679,[0.261 ~ 0.433],0.038835,final size160 mutual info regression
3687,XGBoost,Affinity Data Value,all,283986.29479677224,1053059483689.4232,114701.53125,0.290574,[0.199 ~ 0.378],0.008581,final size160 mutual info regression
3688,linearRegression,Affinity Data Value,all,2941523034.7020016,2.465199402560286e+21,49563614679.04724,0.000402,[-0.097 ~ 0.098],-2320900199.150118,GAP size160 mutual info regression
3689,Ridge,Affinity Data Value,all,292620.94989875745,1076959376417.8507,65836.75034520843,0.246653,[0.153 ~ 0.336],-0.01392,GAP size160 mutual info regression
3690,Lasso,Affinity Data Value,all,286133.59647759417,1078994335984.0386,53184.01015376283,0.274079,[0.181 ~ 0.362],-0.015836,GAP size160 mutual info regression
3691,ElasticNet,Affinity Data Value,all,283637.57538819953,1094076135070.0634,26759.969528892223,0.290902,[0.199 ~ 0.378],-0.030035,GAP size160 mutual info regression
3692,SVR,Affinity Data Value,all,263929.809179487,1131671617816.695,44.48713016284025,0.303123,[0.212 ~ 0.389],-0.06543,GAP size160 mutual info regression
3693,DecisionTree,Affinity Data Value,all,300255.06689228065,1118278634259.7532,174626.93241834466,0.041382,[-0.056 ~ 0.138],-0.052821,GAP size160 mutual info regression
3694,RandomForest,Affinity Data Value,all,273795.9293455474,1025591455734.2246,98135.93735109638,0.425204,[0.342 ~ 0.502],0.034441,GAP size160 mutual info regression
3695,XGBoost,Affinity Data Value,all,282896.3785656801,1058150782796.9697,158626.03125,0.218478,[0.123 ~ 0.31],0.003788,GAP size160 mutual info regression
3696,linearRegression,Affinity Data Value,all,1193926044.9050999,4.0594331719250864e+20,20112633136.187057,-0.000406,[-0.098 ~ 0.097],-382181629.071467,final size165 f regression
3697,Ridge,Affinity Data Value,all,292028.0097903443,1080527530962.4601,66869.74274240891,0.233463,[0.139 ~ 0.324],-0.017279,final size165 f regression
3698,Lasso,Affinity Data Value,all,285863.81410275016,1079296501221.47,54873.37603988742,0.266227,[0.173 ~ 0.355],-0.01612,final size165 f regression
