,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
13956,SVR,Affinity Data Value,kd,263959.31084141415,1131436695330.0386,47.12577982188392,0.349981,[0.261 ~ 0.433],-0.065209,GAP size5 f regression
13957,DecisionTree,Affinity Data Value,kd,273558.57332666666,1068410508951.4237,171854.08301877623,0.203961,[0.108 ~ 0.296],-0.005872,GAP size5 f regression
13958,RandomForest,Affinity Data Value,kd,268168.3584020842,1053716667208.1522,69483.94494139461,0.434963,[0.352 ~ 0.511],0.007962,GAP size5 f regression
13959,XGBoost,Affinity Data Value,kd,275376.3703770708,1068284569807.3362,89565.84375,0.295889,[0.204 ~ 0.382],-0.005753,GAP size5 f regression
13960,linearRegression,Affinity Data Value,kd,278471.01385144447,1091081437751.2443,33680.10089296197,0.330361,[0.24 ~ 0.415],-0.027216,slim size5 f regression
13961,Ridge,Affinity Data Value,kd,278396.9117288208,1091267334241.0903,33546.54650188802,0.329984,[0.24 ~ 0.414],-0.027391,slim size5 f regression
13962,Lasso,Affinity Data Value,kd,278461.5010685433,1091141987550.4877,33619.071615783774,0.330155,[0.24 ~ 0.414],-0.027273,slim size5 f regression
13963,ElasticNet,Affinity Data Value,kd,285567.49060715846,1099682881918.1,15818.01046141232,0.290775,[0.199 ~ 0.378],-0.035313,slim size5 f regression
13964,SVR,Affinity Data Value,kd,263959.1298395805,1131437958384.1597,47.128073911808286,0.350756,[0.262 ~ 0.434],-0.06521,slim size5 f regression
13965,DecisionTree,Affinity Data Value,kd,258509.68267754384,1031334465845.7382,161390.29244598563,0.319756,[0.229 ~ 0.405],0.029034,slim size5 f regression
13966,RandomForest,Affinity Data Value,kd,271076.26820158947,1084667602281.3083,54160.87138352439,0.282233,[0.19 ~ 0.37],-0.021177,slim size5 f regression
13967,XGBoost,Affinity Data Value,kd,276195.7865785876,1057414172456.2333,95095.3984375,0.339591,[0.25 ~ 0.423],0.004481,slim size5 f regression
13968,linearRegression,Affinity Data Value,kd,51170940.11844535,7.382942329366868e+17,857770119.3187233,0.024711,[-0.073 ~ 0.122],-695077.552758,final size5 r regression
13969,Ridge,Affinity Data Value,kd,275089.6954504975,1096759204413.1289,51643.9259032111,0.187652,[0.092 ~ 0.28],-0.032561,final size5 r regression
13970,Lasso,Affinity Data Value,kd,285250.7573217114,1096858648640.6761,20169.15983265649,0.276228,[0.184 ~ 0.364],-0.032655,final size5 r regression
13971,ElasticNet,Affinity Data Value,kd,287103.66154680954,1104388491624.448,17071.518518622775,0.131581,[0.034 ~ 0.226],-0.039744,final size5 r regression
13972,SVR,Affinity Data Value,kd,263948.3813796333,1131453540573.6787,56.32003982355317,0.326369,[0.236 ~ 0.411],-0.065224,final size5 r regression
13973,DecisionTree,Affinity Data Value,kd,276355.5358003509,1131702771399.0706,122507.57901580143,0.00653,[-0.091 ~ 0.104],-0.065459,final size5 r regression
13974,RandomForest,Affinity Data Value,kd,268305.15761014033,1107384817421.8545,49139.462238250126,0.155703,[0.059 ~ 0.25],-0.042565,final size5 r regression
13975,XGBoost,Affinity Data Value,kd,271515.4137301949,1092985426061.9565,96858.0390625,0.17132,[0.075 ~ 0.265],-0.029008,final size5 r regression
13976,linearRegression,Affinity Data Value,kd,50896017.623386785,7.30324013005493e+17,853127686.04423,0.024713,[-0.073 ~ 0.122],-687573.865627,GAP size5 r regression
13977,Ridge,Affinity Data Value,kd,275540.03946361097,1093460298025.143,52851.561856860004,0.210051,[0.115 ~ 0.302],-0.029455,GAP size5 r regression
13978,Lasso,Affinity Data Value,kd,275550.3090209475,1093405978105.2406,52934.56043607149,0.210295,[0.115 ~ 0.302],-0.029404,GAP size5 r regression
13979,ElasticNet,Affinity Data Value,kd,287177.2934346253,1103929855830.8044,16195.547675821941,0.148358,[0.051 ~ 0.242],-0.039312,GAP size5 r regression
13980,SVR,Affinity Data Value,kd,263949.1317349591,1131451142219.425,56.05215554174196,0.336963,[0.247 ~ 0.421],-0.065222,GAP size5 r regression
13981,DecisionTree,Affinity Data Value,kd,262362.50906350877,1060279024976.8885,167560.10279339872,0.251717,[0.158 ~ 0.341],0.001784,GAP size5 r regression
13982,RandomForest,Affinity Data Value,kd,267021.19696421054,1088221941349.7623,60611.44725226312,0.270666,[0.178 ~ 0.359],-0.024523,GAP size5 r regression
13983,XGBoost,Affinity Data Value,kd,273682.14971033356,1121004350855.46,68219.0234375,0.032316,[-0.066 ~ 0.13],-0.055387,GAP size5 r regression
13984,linearRegression,Affinity Data Value,kd,279163.47399577574,1092218803261.4661,33642.547459681795,0.312183,[0.221 ~ 0.398],-0.028286,slim size5 r regression
13985,Ridge,Affinity Data Value,kd,279147.1295695554,1092277382227.607,33498.42215288783,0.31232,[0.221 ~ 0.398],-0.028341,slim size5 r regression
13986,Lasso,Affinity Data Value,kd,279530.084249392,1092193564450.1647,31344.331400433533,0.317931,[0.227 ~ 0.403],-0.028263,slim size5 r regression
13987,ElasticNet,Affinity Data Value,kd,287741.3122718174,1104389493551.7783,6831.813551887845,0.325055,[0.235 ~ 0.41],-0.039745,slim size5 r regression
13988,SVR,Affinity Data Value,kd,263956.2479324207,1131455255663.806,46.96365374466724,0.330369,[0.24 ~ 0.415],-0.065226,slim size5 r regression
13989,DecisionTree,Affinity Data Value,kd,271927.3909126316,1104387550288.9834,85630.43303898553,0.135746,[0.039 ~ 0.23],-0.039743,slim size5 r regression
13990,RandomForest,Affinity Data Value,kd,272198.26536397194,1071624295980.9587,64754.95152168459,0.329357,[0.239 ~ 0.414],-0.008897,slim size5 r regression
13991,XGBoost,Affinity Data Value,kd,288923.46177089907,1116579225172.7417,127297.9296875,0.051736,[-0.046 ~ 0.149],-0.051221,slim size5 r regression
13992,linearRegression,Affinity Data Value,kd,280431.875505731,1095631790614.9777,32201.320382314225,0.26832,[0.175 ~ 0.357],-0.0315,final size5 mutual info regression
13993,Ridge,Affinity Data Value,kd,280333.8222135543,1095606804355.2894,31936.61705594438,0.270492,[0.178 ~ 0.359],-0.031476,final size5 mutual info regression
13994,Lasso,Affinity Data Value,kd,279916.80143845885,1095284951527.2662,27303.248421443626,0.305308,[0.214 ~ 0.391],-0.031173,final size5 mutual info regression
13995,ElasticNet,Affinity Data Value,kd,284881.4291690123,1103504039655.2832,10411.542202685418,0.317359,[0.227 ~ 0.403],-0.038911,final size5 mutual info regression
13996,SVR,Affinity Data Value,kd,263945.9554151857,1131451321071.1685,71.0642773744277,0.313172,[0.222 ~ 0.399],-0.065222,final size5 mutual info regression
13997,DecisionTree,Affinity Data Value,kd,283766.839737193,1125577534653.4756,116646.63335714169,0.013372,[-0.084 ~ 0.111],-0.059692,final size5 mutual info regression
13998,RandomForest,Affinity Data Value,kd,272736.8851384947,1076773761293.0006,73923.46210707922,0.263831,[0.171 ~ 0.352],-0.013745,final size5 mutual info regression
13999,XGBoost,Affinity Data Value,kd,281612.75102559483,1090910622864.9531,110553.3984375,0.169426,[0.073 ~ 0.263],-0.027055,final size5 mutual info regression
14000,linearRegression,Affinity Data Value,kd,278839.2014730122,1093945442022.6526,33395.144919613136,0.3057,[0.214 ~ 0.392],-0.029912,GAP size5 mutual info regression
14001,Ridge,Affinity Data Value,kd,278776.7017086416,1093777326431.1548,33130.4251332504,0.307771,[0.217 ~ 0.394],-0.029754,GAP size5 mutual info regression
14002,Lasso,Affinity Data Value,kd,278818.52473079745,1093766168609.354,33232.03998900878,0.307293,[0.216 ~ 0.393],-0.029743,GAP size5 mutual info regression
14003,ElasticNet,Affinity Data Value,kd,286118.50675049925,1102612364673.058,10267.70256624939,0.324062,[0.234 ~ 0.409],-0.038072,GAP size5 mutual info regression
14004,SVR,Affinity Data Value,kd,263951.78305873484,1131454457267.2952,60.20389507949297,0.32249,[0.232 ~ 0.407],-0.065225,GAP size5 mutual info regression
14005,DecisionTree,Affinity Data Value,kd,272021.30626350874,1117479263715.614,126926.47038765099,0.077208,[-0.021 ~ 0.174],-0.052068,GAP size5 mutual info regression
14006,RandomForest,Affinity Data Value,kd,271203.63742701407,1066650902654.8917,101828.73045774443,0.248535,[0.155 ~ 0.338],-0.004215,GAP size5 mutual info regression
14007,XGBoost,Affinity Data Value,kd,279921.906051739,1116767718375.1091,102253.46875,0.069965,[-0.028 ~ 0.166],-0.051398,GAP size5 mutual info regression
14008,linearRegression,Affinity Data Value,kd,278839.2014730122,1093945442022.6525,33395.14491961313,0.3057,[0.214 ~ 0.392],-0.029912,slim size5 mutual info regression
14009,Ridge,Affinity Data Value,kd,278776.70170863887,1093777326431.155,33130.42513325223,0.307771,[0.217 ~ 0.394],-0.029754,slim size5 mutual info regression
14010,Lasso,Affinity Data Value,kd,279572.3015485938,1092242040759.4326,32100.366236514936,0.315256,[0.225 ~ 0.401],-0.028308,slim size5 mutual info regression
14011,ElasticNet,Affinity Data Value,kd,286118.50675049925,1102612364673.058,10267.702566249389,0.324062,[0.234 ~ 0.409],-0.038072,slim size5 mutual info regression
14012,SVR,Affinity Data Value,kd,263951.7830587349,1131454457267.2952,60.20389507949295,0.32249,[0.232 ~ 0.407],-0.065225,slim size5 mutual info regression
14013,DecisionTree,Affinity Data Value,kd,278017.7674389474,1138727376410.031,147551.75469953267,0.006489,[-0.091 ~ 0.104],-0.072073,slim size5 mutual info regression
14014,RandomForest,Affinity Data Value,kd,272575.40718669473,1074233047346.8601,104766.98814254097,0.212687,[0.117 ~ 0.304],-0.011353,slim size5 mutual info regression
14015,XGBoost,Affinity Data Value,kd,279921.90605173894,1116767718375.1091,102253.46875,0.069965,[-0.028 ~ 0.166],-0.051398,slim size5 mutual info regression
14016,linearRegression,Affinity Data Value,kd,50702091.60184344,7.246503218543603e+17,849807057.9638251,0.024713,[-0.073 ~ 0.122],-682232.281123,final size10 f regression
14017,Ridge,Affinity Data Value,kd,278741.86529539124,1090984855429.0408,53719.89874445837,0.198695,[0.103 ~ 0.291],-0.027125,final size10 f regression
14018,Lasso,Affinity Data Value,kd,284998.87929600914,1094020668626.0562,27161.143567975567,0.250104,[0.156 ~ 0.339],-0.029983,final size10 f regression
14019,ElasticNet,Affinity Data Value,kd,284334.3025531342,1101427641668.1865,21752.086075923868,0.193958,[0.098 ~ 0.286],-0.036956,final size10 f regression
14020,SVR,Affinity Data Value,kd,263958.31783329765,1131444489562.2378,53.792277013138275,0.293236,[0.201 ~ 0.38],-0.065216,final size10 f regression
14021,DecisionTree,Affinity Data Value,kd,285904.1690319298,1128100114420.2192,160092.53906829443,0.024314,[-0.073 ~ 0.122],-0.062067,final size10 f regression
14022,RandomForest,Affinity Data Value,kd,274705.8655533579,1068421164673.3871,73618.3821359423,0.29087,[0.199 ~ 0.378],-0.005882,final size10 f regression
14023,XGBoost,Affinity Data Value,kd,283693.94912344863,1092859852573.9469,88908.7734375,0.178891,[0.083 ~ 0.272],-0.02889,final size10 f regression
14024,linearRegression,Affinity Data Value,kd,50340099.53282807,7.143662248568803e+17,843756008.5417813,0.024713,[-0.073 ~ 0.122],-672550.158551,GAP size10 f regression
14025,Ridge,Affinity Data Value,kd,275743.9184372806,1092429547119.9026,53998.81475988485,0.208706,[0.113 ~ 0.3],-0.028485,GAP size10 f regression
14026,Lasso,Affinity Data Value,kd,283737.6328409969,1092316682271.326,28770.764979861902,0.27413,[0.181 ~ 0.362],-0.028378,GAP size10 f regression
14027,ElasticNet,Affinity Data Value,kd,285002.2901061836,1098476691665.4392,22096.700844129762,0.230959,[0.136 ~ 0.321],-0.034178,GAP size10 f regression
14028,SVR,Affinity Data Value,kd,263950.7393796381,1131432009761.3318,62.90765012991714,0.341162,[0.252 ~ 0.425],-0.065204,GAP size10 f regression
14029,DecisionTree,Affinity Data Value,kd,288293.30650912283,1092619643645.7745,229610.91091245197,0.138372,[0.041 ~ 0.233],-0.028664,GAP size10 f regression
14030,RandomForest,Affinity Data Value,kd,270733.3339499684,1066604520394.7013,99620.81685448764,0.252718,[0.159 ~ 0.342],-0.004171,GAP size10 f regression
14031,XGBoost,Affinity Data Value,kd,280670.82749802375,1095769058656.536,92574.7265625,0.157255,[0.061 ~ 0.251],-0.031629,GAP size10 f regression
14032,linearRegression,Affinity Data Value,kd,277594.4610647507,1091755260490.1189,38421.14715364956,0.314915,[0.224 ~ 0.4],-0.02785,slim size10 f regression
14033,Ridge,Affinity Data Value,kd,277534.50799407606,1091882653764.8976,38172.8610216575,0.314997,[0.224 ~ 0.4],-0.02797,slim size10 f regression
14034,Lasso,Affinity Data Value,kd,277552.0092692504,1091838177431.3921,37714.273120850004,0.315706,[0.225 ~ 0.401],-0.027928,slim size10 f regression
14035,ElasticNet,Affinity Data Value,kd,285768.57682181965,1098229114388.7051,17580.598350327735,0.291734,[0.2 ~ 0.379],-0.033945,slim size10 f regression
14036,SVR,Affinity Data Value,kd,263955.09493854357,1131430092828.1008,54.63028388030037,0.359383,[0.271 ~ 0.442],-0.065202,slim size10 f regression
14037,DecisionTree,Affinity Data Value,kd,278358.8176421053,1134723907360.3948,152465.0644312754,0.016847,[-0.081 ~ 0.114],-0.068303,slim size10 f regression
14038,RandomForest,Affinity Data Value,kd,269719.5736689719,1068630034905.845,106721.10648254446,0.230175,[0.136 ~ 0.321],-0.006078,slim size10 f regression
14039,XGBoost,Affinity Data Value,kd,288500.4521677723,1093214807632.5121,128609.8125,0.153492,[0.057 ~ 0.247],-0.029224,slim size10 f regression
14040,linearRegression,Affinity Data Value,kd,50878225.84816519,7.298271490328687e+17,852837612.4700056,0.024711,[-0.073 ~ 0.122],-687106.085336,final size10 r regression
14041,Ridge,Affinity Data Value,kd,275087.5144917682,1097932842014.8224,54436.210914552845,0.177162,[0.081 ~ 0.27],-0.033666,final size10 r regression
14042,Lasso,Affinity Data Value,kd,284464.3808502013,1095425181329.0895,25538.75302915397,0.24811,[0.154 ~ 0.338],-0.031305,final size10 r regression
14043,ElasticNet,Affinity Data Value,kd,286978.00323288515,1104666462982.2432,17363.948328450115,0.124225,[0.027 ~ 0.219],-0.040005,final size10 r regression
14044,SVR,Affinity Data Value,kd,263960.29336733744,1131447494646.4873,42.18529781988018,0.3146,[0.224 ~ 0.4],-0.065219,final size10 r regression
14045,DecisionTree,Affinity Data Value,kd,272826.7209266667,1123626926191.4668,97941.1728695791,0.031974,[-0.066 ~ 0.129],-0.057856,final size10 r regression
14046,RandomForest,Affinity Data Value,kd,269336.2372522772,1102273900585.05,45281.66363507364,0.204433,[0.109 ~ 0.296],-0.037753,final size10 r regression
14047,XGBoost,Affinity Data Value,kd,282489.3018807108,1096271440464.0468,178077.328125,0.137821,[0.041 ~ 0.232],-0.032102,final size10 r regression
14048,linearRegression,Affinity Data Value,kd,50575209.83978848,7.21085657669611e+17,847714965.4635478,0.024713,[-0.073 ~ 0.122],-678876.272756,GAP size10 r regression
14049,Ridge,Affinity Data Value,kd,275875.9852301953,1094504579782.8,55742.715615870824,0.199594,[0.104 ~ 0.292],-0.030438,GAP size10 r regression
14050,Lasso,Affinity Data Value,kd,284145.1590200921,1094009932472.4105,23917.79411400954,0.293921,[0.202 ~ 0.381],-0.029973,GAP size10 r regression
14051,ElasticNet,Affinity Data Value,kd,287068.93711077305,1104185551858.1702,16440.29374529743,0.14113,[0.044 ~ 0.236],-0.039553,GAP size10 r regression
14052,SVR,Affinity Data Value,kd,263961.6059392575,1131442551951.9944,42.36543348144528,0.320133,[0.23 ~ 0.405],-0.065214,GAP size10 r regression
14053,DecisionTree,Affinity Data Value,kd,273130.94537929824,1112291384298.0842,97245.67547674099,0.086859,[-0.011 ~ 0.183],-0.047184,GAP size10 r regression
14054,RandomForest,Affinity Data Value,kd,270599.5676129474,1098141603630.9733,52137.093868666925,0.213008,[0.118 ~ 0.304],-0.033862,GAP size10 r regression
14055,XGBoost,Affinity Data Value,kd,277522.50596717285,1128647849862.6707,117814.375,0.020784,[-0.077 ~ 0.118],-0.062583,GAP size10 r regression
14056,linearRegression,Affinity Data Value,kd,283870.5675690136,1091217513676.2382,38608.579857614095,0.273982,[0.181 ~ 0.362],-0.027344,slim size10 r regression
14057,Ridge,Affinity Data Value,kd,283697.99354760506,1091318271578.85,38296.31434810688,0.274948,[0.182 ~ 0.363],-0.027439,slim size10 r regression
14058,Lasso,Affinity Data Value,kd,282478.8742351603,1091374203615.8937,36308.097418255784,0.288072,[0.196 ~ 0.375],-0.027491,slim size10 r regression
14059,ElasticNet,Affinity Data Value,kd,287798.7450576519,1104101472475.4194,7276.226928083848,0.320174,[0.23 ~ 0.405],-0.039473,slim size10 r regression
14060,SVR,Affinity Data Value,kd,263961.69710602215,1131454672098.8264,39.182619415124265,0.317086,[0.226 ~ 0.402],-0.065226,slim size10 r regression
14061,DecisionTree,Affinity Data Value,kd,271074.20168807014,1085918401563.1134,98389.62136170999,0.202288,[0.107 ~ 0.294],-0.022355,slim size10 r regression
14062,RandomForest,Affinity Data Value,kd,274869.2482642982,1075327869114.3494,62948.09640739487,0.290633,[0.199 ~ 0.378],-0.012384,slim size10 r regression
14063,XGBoost,Affinity Data Value,kd,289296.6181175805,1113184353326.9075,108039.6328125,0.055441,[-0.042 ~ 0.152],-0.048025,slim size10 r regression
14064,linearRegression,Affinity Data Value,kd,279895.36861985625,1094136499056.0336,31799.64981960354,0.288904,[0.197 ~ 0.376],-0.030092,final size10 mutual info regression
14065,Ridge,Affinity Data Value,kd,279831.71637525264,1094144350044.3351,31578.27038045175,0.290657,[0.199 ~ 0.378],-0.030099,final size10 mutual info regression
14066,Lasso,Affinity Data Value,kd,279986.23790091724,1094133374269.4763,27273.622558218183,0.316836,[0.226 ~ 0.402],-0.030089,final size10 mutual info regression
14067,ElasticNet,Affinity Data Value,kd,285100.9840700617,1101962144683.2249,11884.56594092698,0.320894,[0.23 ~ 0.406],-0.037459,final size10 mutual info regression
14068,SVR,Affinity Data Value,kd,263952.75259064685,1131449132789.0012,60.82259688585102,0.311793,[0.221 ~ 0.397],-0.06522,final size10 mutual info regression
14069,DecisionTree,Affinity Data Value,kd,272100.0740529825,1114196476539.6543,56106.58367807449,0.086341,[-0.011 ~ 0.182],-0.048978,final size10 mutual info regression
14070,RandomForest,Affinity Data Value,kd,281257.77580664563,1069669820787.1074,77470.46433918871,0.260462,[0.167 ~ 0.349],-0.007057,final size10 mutual info regression
14071,XGBoost,Affinity Data Value,kd,286152.5527336566,1083327916283.9315,81368.4296875,0.249097,[0.155 ~ 0.339],-0.019916,final size10 mutual info regression
14072,linearRegression,Affinity Data Value,kd,276611.73528728174,1095114137548.9344,34968.51811517919,0.307146,[0.216 ~ 0.393],-0.031012,GAP size10 mutual info regression
14073,Ridge,Affinity Data Value,kd,276749.86509459413,1094505809783.5201,34833.47435620824,0.309579,[0.219 ~ 0.395],-0.030439,GAP size10 mutual info regression
14074,Lasso,Affinity Data Value,kd,277141.73490936856,1093448000442.9105,34541.00996333125,0.313181,[0.222 ~ 0.399],-0.029444,GAP size10 mutual info regression
14075,ElasticNet,Affinity Data Value,kd,284936.3623536709,1099023606753.3022,15061.304371557811,0.330505,[0.241 ~ 0.415],-0.034693,GAP size10 mutual info regression
14076,SVR,Affinity Data Value,kd,263948.129772875,1131436228134.488,68.66166264313358,0.339495,[0.25 ~ 0.423],-0.065208,GAP size10 mutual info regression
14077,DecisionTree,Affinity Data Value,kd,291783.3559477193,1228108798189.8567,413970.9532077337,0.060409,[-0.037 ~ 0.157],-0.156222,GAP size10 mutual info regression
14078,RandomForest,Affinity Data Value,kd,271473.42530965264,1066761188969.1013,93711.70364161194,0.254694,[0.161 ~ 0.344],-0.004319,GAP size10 mutual info regression
14079,XGBoost,Affinity Data Value,kd,282794.6470981449,1087395718439.427,95707.125,0.211817,[0.117 ~ 0.303],-0.023746,GAP size10 mutual info regression
14080,linearRegression,Affinity Data Value,kd,276182.6106942087,1096401251161.5331,34309.31939623334,0.302977,[0.212 ~ 0.389],-0.032224,slim size10 mutual info regression
14081,Ridge,Affinity Data Value,kd,276283.4479079114,1095729513217.3307,34201.88108820671,0.305438,[0.214 ~ 0.391],-0.031592,slim size10 mutual info regression
14082,Lasso,Affinity Data Value,kd,276834.38271913957,1094423454423.6619,34000.11466451468,0.309006,[0.218 ~ 0.395],-0.030362,slim size10 mutual info regression
