,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
4421,RandomForest,delta G,ki,22797885.546587866,5.419599015173193,-0.647879,[-0.701 ~ -0.587],-23.090361,final size85 mutual info regression
4422,XGBoost,delta G,ki,22802872.829590492,7.834646701812744,-0.566721,[-0.63 ~ -0.497],-23.095631,final size85 mutual info regression
4423,linearRegression,delta G,ki,22853014.976435512,67.06782455384165,-0.08344,[-0.18 ~ 0.014],-23.148616,GAP size85 mutual info regression
4424,Ridge,delta G,ki,22855847.153014492,70.70296099628166,-0.079794,[-0.176 ~ 0.018],-23.151609,GAP size85 mutual info regression
4425,Lasso,delta G,ki,22847089.924466077,61.911254343619966,-0.085276,[-0.181 ~ 0.012],-23.142355,GAP size85 mutual info regression
4426,ElasticNet,delta G,ki,22857969.756239507,74.81947050840195,-0.076102,[-0.172 ~ 0.022],-23.153852,GAP size85 mutual info regression
4427,SVR,delta G,ki,22807738.75287265,4.733874212618497,-0.646846,[-0.7 ~ -0.586],-23.100773,GAP size85 mutual info regression
4428,DecisionTree,delta G,ki,22802895.86930993,9.861959550147292,-0.444265,[-0.519 ~ -0.362],-23.095655,GAP size85 mutual info regression
4429,RandomForest,delta G,ki,22798614.584753778,5.666223348018599,-0.655757,[-0.708 ~ -0.596],-23.091131,GAP size85 mutual info regression
4430,XGBoost,delta G,ki,22800558.48668142,7.744544982910156,-0.569061,[-0.632 ~ -0.499],-23.093186,GAP size85 mutual info regression
4431,linearRegression,delta G,ki,22891809.48715607,120.2536387692149,-0.058174,[-0.155 ~ 0.04],-23.18961,final size90 f regression
4432,Ridge,delta G,ki,22889588.994400047,116.48252740322735,-0.059193,[-0.156 ~ 0.039],-23.187263,final size90 f regression
4433,Lasso,delta G,ki,22864907.270408615,88.77320488469009,-0.067216,[-0.164 ~ 0.031],-23.161182,final size90 f regression
4434,ElasticNet,delta G,ki,22884967.2937453,111.45421538485898,-0.059807,[-0.157 ~ 0.038],-23.18238,final size90 f regression
4435,SVR,delta G,ki,22804389.665810462,4.413106566377531,-0.618998,[-0.676 ~ -0.555],-23.097234,final size90 f regression
4436,DecisionTree,delta G,ki,22795919.94331926,10.101358330006997,-0.345586,[-0.429 ~ -0.257],-23.088284,final size90 f regression
4437,RandomForest,delta G,ki,22799291.588094532,5.4990063451096525,-0.636273,[-0.691 ~ -0.574],-23.091847,final size90 f regression
4438,XGBoost,delta G,ki,22795880.348572034,8.314955711364746,-0.577196,[-0.639 ~ -0.508],-23.088242,final size90 f regression
4439,linearRegression,delta G,ki,22802153.54286738,5.682935269526437,-0.655485,[-0.708 ~ -0.596],-23.094871,GAP size90 f regression
4440,Ridge,delta G,ki,22803347.02171787,5.491132629472002,-0.670166,[-0.721 ~ -0.613],-23.096132,GAP size90 f regression
4441,Lasso,delta G,ki,22802459.089678258,5.46256381957668,-0.669024,[-0.72 ~ -0.611],-23.095194,GAP size90 f regression
4442,ElasticNet,delta G,ki,22803265.254254825,5.437163611942099,-0.672685,[-0.723 ~ -0.615],-23.096046,GAP size90 f regression
4443,SVR,delta G,ki,22802692.492097836,4.647359352821327,-0.634817,[-0.69 ~ -0.573],-23.095441,GAP size90 f regression
4444,DecisionTree,delta G,ki,22801525.46090678,10.19995839175025,-0.462636,[-0.536 ~ -0.382],-23.094207,GAP size90 f regression
4445,RandomForest,delta G,ki,22799938.44452425,5.685579733471556,-0.661236,[-0.713 ~ -0.602],-23.09253,GAP size90 f regression
4446,XGBoost,delta G,ki,22797942.062341444,7.65768575668335,-0.590189,[-0.65 ~ -0.523],-23.090421,GAP size90 f regression
4447,linearRegression,delta G,ki,22857334.54465705,78.01374595055249,-0.063682,[-0.16 ~ 0.034],-23.15318,final size90 r regression
4448,Ridge,delta G,ki,22803998.548948474,4.594783647221449,-0.63286,[-0.688 ~ -0.57],-23.096821,final size90 r regression
4449,Lasso,delta G,ki,22803571.09956106,4.438817489135864,-0.64444,[-0.698 ~ -0.584],-23.096369,final size90 r regression
4450,ElasticNet,delta G,ki,22803986.043691035,4.410572337045887,-0.638652,[-0.693 ~ -0.577],-23.096807,final size90 r regression
4451,SVR,delta G,ki,22811460.46156894,3.209879738892762,-0.466836,[-0.54 ~ -0.387],-23.104706,final size90 r regression
4452,DecisionTree,delta G,ki,22797203.86965887,10.088838846243164,-0.227576,[-0.318 ~ -0.133],-23.089641,final size90 r regression
4453,RandomForest,delta G,ki,22796542.917399958,5.474024087655459,-0.600372,[-0.659 ~ -0.534],-23.088942,final size90 r regression
4454,XGBoost,delta G,ki,22799876.81078456,7.333822727203369,-0.531801,[-0.598 ~ -0.458],-23.092465,final size90 r regression
4455,linearRegression,delta G,ki,22850462.50709236,72.65153315274416,-0.067513,[-0.164 ~ 0.03],-23.145919,GAP size90 r regression
4456,Ridge,delta G,ki,22800888.272378802,4.722858338840262,-0.631156,[-0.686 ~ -0.569],-23.093534,GAP size90 r regression
4457,Lasso,delta G,ki,22800812.932235513,4.556252614104833,-0.64641,[-0.7 ~ -0.586],-23.093454,GAP size90 r regression
4458,ElasticNet,delta G,ki,22801089.42483874,4.523446318929791,-0.638374,[-0.693 ~ -0.577],-23.093747,GAP size90 r regression
4459,SVR,delta G,ki,22808622.244663257,3.2810658944265856,-0.489911,[-0.561 ~ -0.412],-23.101706,GAP size90 r regression
4460,DecisionTree,delta G,ki,22796486.663478456,10.597344149695546,-0.420521,[-0.498 ~ -0.337],-23.088883,GAP size90 r regression
4461,RandomForest,delta G,ki,22797757.311496574,5.684536212486658,-0.641454,[-0.696 ~ -0.58],-23.090226,GAP size90 r regression
4462,XGBoost,delta G,ki,22801860.61216165,7.171579837799072,-0.518374,[-0.586 ~ -0.443],-23.094561,GAP size90 r regression
4463,linearRegression,delta G,ki,22808341.452478718,5.892353123969542,-0.652542,[-0.705 ~ -0.593],-23.10141,final size90 mutual info regression
4464,Ridge,delta G,ki,22808267.729527038,5.793752717524035,-0.657488,[-0.71 ~ -0.598],-23.101332,final size90 mutual info regression
4465,Lasso,delta G,ki,22804980.634880014,5.471590232445239,-0.668177,[-0.719 ~ -0.61],-23.097858,final size90 mutual info regression
4466,ElasticNet,delta G,ki,22806501.466810685,5.480160663960697,-0.666429,[-0.717 ~ -0.608],-23.099465,final size90 mutual info regression
4467,SVR,delta G,ki,22807498.36758764,4.265910930035104,-0.606224,[-0.665 ~ -0.541],-23.100519,final size90 mutual info regression
4468,DecisionTree,delta G,ki,22787530.39943654,10.503052623749397,-0.273106,[-0.361 ~ -0.18],-23.079419,final size90 mutual info regression
4469,RandomForest,delta G,ki,22798138.104785122,5.38511392129549,-0.632121,[-0.687 ~ -0.57],-23.090628,final size90 mutual info regression
4470,XGBoost,delta G,ki,22798907.337669525,7.909536838531494,-0.594169,[-0.654 ~ -0.527],-23.091441,final size90 mutual info regression
4471,linearRegression,delta G,ki,22849406.2031139,59.0886677839015,-0.091938,[-0.188 ~ 0.006],-23.144803,GAP size90 mutual info regression
4472,Ridge,delta G,ki,22851929.82536594,63.891185575593276,-0.08648,[-0.183 ~ 0.011],-23.147469,GAP size90 mutual info regression
4473,Lasso,delta G,ki,22845711.73933623,57.61363619299421,-0.092347,[-0.188 ~ 0.005],-23.140899,GAP size90 mutual info regression
4474,ElasticNet,delta G,ki,22851904.527250376,64.8841580086749,-0.085255,[-0.181 ~ 0.012],-23.147443,GAP size90 mutual info regression
4475,SVR,delta G,ki,22806754.046738897,4.782984783218552,-0.655592,[-0.708 ~ -0.596],-23.099732,GAP size90 mutual info regression
4476,DecisionTree,delta G,ki,22802935.948133573,10.105185468479359,-0.454438,[-0.529 ~ -0.373],-23.095698,GAP size90 mutual info regression
4477,RandomForest,delta G,ki,22800243.27175645,5.631674741095346,-0.658196,[-0.71 ~ -0.599],-23.092852,GAP size90 mutual info regression
4478,XGBoost,delta G,ki,22797148.842779096,7.561312675476074,-0.566385,[-0.629 ~ -0.496],-23.089583,GAP size90 mutual info regression
4479,linearRegression,delta G,ki,22889321.793591723,117.73559556133077,-0.058296,[-0.155 ~ 0.04],-23.186981,final size95 f regression
4480,Ridge,delta G,ki,22889126.681751598,116.34437511011697,-0.058783,[-0.156 ~ 0.039],-23.186775,final size95 f regression
4481,Lasso,delta G,ki,22860646.371202383,82.92742788531316,-0.069243,[-0.166 ~ 0.029],-23.15668,final size95 f regression
4482,ElasticNet,delta G,ki,22884362.477034573,111.16317873145738,-0.059609,[-0.156 ~ 0.038],-23.181741,final size95 f regression
4483,SVR,delta G,ki,22803064.20509003,4.284530326190671,-0.597056,[-0.656 ~ -0.53],-23.095833,final size95 f regression
4484,DecisionTree,delta G,ki,22797375.801835373,10.074326075487702,-0.360815,[-0.443 ~ -0.273],-23.089822,final size95 f regression
4485,RandomForest,delta G,ki,22798245.167767607,5.536846206663946,-0.647495,[-0.701 ~ -0.587],-23.090741,final size95 f regression
4486,XGBoost,delta G,ki,22790116.425799683,8.065119743347168,-0.561681,[-0.625 ~ -0.491],-23.082151,final size95 f regression
4487,linearRegression,delta G,ki,22890677.04426153,120.99478650063003,-0.059237,[-0.156 ~ 0.039],-23.188413,GAP size95 f regression
4488,Ridge,delta G,ki,22890011.171495665,118.4597487280629,-0.059639,[-0.156 ~ 0.038],-23.18771,GAP size95 f regression
4489,Lasso,delta G,ki,22871328.922735717,97.04377129778965,-0.065665,[-0.162 ~ 0.032],-23.167968,GAP size95 f regression
4490,ElasticNet,delta G,ki,22886033.118723385,114.260341017712,-0.059865,[-0.157 ~ 0.038],-23.183506,GAP size95 f regression
4491,SVR,delta G,ki,22802829.04630384,4.661737401884011,-0.634851,[-0.69 ~ -0.573],-23.095585,GAP size95 f regression
4492,DecisionTree,delta G,ki,22805995.804120716,10.144085972196079,-0.424219,[-0.501 ~ -0.341],-23.098931,GAP size95 f regression
4493,RandomForest,delta G,ki,22799482.738600627,5.68348337201651,-0.651118,[-0.704 ~ -0.591],-23.092049,GAP size95 f regression
4494,XGBoost,delta G,ki,22799624.223708317,7.794479846954346,-0.575876,[-0.638 ~ -0.507],-23.092198,GAP size95 f regression
4495,linearRegression,delta G,ki,22857402.719724208,77.88185958765672,-0.063792,[-0.16 ~ 0.034],-23.153252,final size95 r regression
4496,Ridge,delta G,ki,22804234.59822244,4.604690823932084,-0.631495,[-0.687 ~ -0.569],-23.09707,final size95 r regression
4497,Lasso,delta G,ki,22803660.021632385,4.413434233438072,-0.64175,[-0.696 ~ -0.58],-23.096463,final size95 r regression
4498,ElasticNet,delta G,ki,22804200.229714025,4.391901134589327,-0.636372,[-0.691 ~ -0.574],-23.097034,final size95 r regression
4499,SVR,delta G,ki,22812518.54926223,3.2282284976401807,-0.440805,[-0.516 ~ -0.359],-23.105824,final size95 r regression
4500,DecisionTree,delta G,ki,22801032.65701585,9.965452633531902,-0.244991,[-0.335 ~ -0.151],-23.093687,final size95 r regression
4501,RandomForest,delta G,ki,22799580.010216963,5.423517755668459,-0.589889,[-0.65 ~ -0.522],-23.092152,final size95 r regression
4502,XGBoost,delta G,ki,22804890.136116207,7.076988697052002,-0.503483,[-0.573 ~ -0.427],-23.097763,final size95 r regression
4503,linearRegression,delta G,ki,22850502.398070633,72.54849194657321,-0.067608,[-0.164 ~ 0.03],-23.145961,GAP size95 r regression
4504,Ridge,delta G,ki,22801074.403296728,4.728189530789272,-0.630252,[-0.686 ~ -0.568],-23.093731,GAP size95 r regression
4505,Lasso,delta G,ki,22800924.836732283,4.538338745702816,-0.644737,[-0.698 ~ -0.584],-23.093573,GAP size95 r regression
4506,ElasticNet,delta G,ki,22801268.28888068,4.513486008137965,-0.636732,[-0.691 ~ -0.575],-23.093936,GAP size95 r regression
4507,SVR,delta G,ki,22810670.200254884,3.3091830324390683,-0.464637,[-0.538 ~ -0.384],-23.103871,GAP size95 r regression
4508,DecisionTree,delta G,ki,22793785.438852392,10.583538926861126,-0.377638,[-0.458 ~ -0.291],-23.086029,GAP size95 r regression
4509,RandomForest,delta G,ki,22799749.407347623,5.523939470048392,-0.629712,[-0.685 ~ -0.567],-23.092331,GAP size95 r regression
4510,XGBoost,delta G,ki,22801283.405495293,7.002378940582275,-0.451144,[-0.526 ~ -0.37],-23.093952,GAP size95 r regression
4511,linearRegression,delta G,ki,139253753.57069823,10967.046249334631,-0.084247,[-0.18 ~ 0.014],-146.148436,final size95 mutual info regression
4512,Ridge,delta G,ki,22872854.350796763,82.74626400857979,-0.055883,[-0.153 ~ 0.042],-23.16958,final size95 mutual info regression
4513,Lasso,delta G,ki,22864189.446258727,84.34785631240665,-0.071508,[-0.168 ~ 0.026],-23.160424,final size95 mutual info regression
4514,ElasticNet,delta G,ki,22883862.39248599,99.5417227225808,-0.050172,[-0.147 ~ 0.048],-23.181212,final size95 mutual info regression
4515,SVR,delta G,ki,22808899.594916426,4.391198551089218,-0.611535,[-0.669 ~ -0.547],-23.102,final size95 mutual info regression
4516,DecisionTree,delta G,ki,22793303.85754057,10.418229651004516,-0.267643,[-0.356 ~ -0.175],-23.08552,final size95 mutual info regression
4517,RandomForest,delta G,ki,22798049.853437297,5.492506147938858,-0.639854,[-0.694 ~ -0.578],-23.090535,final size95 mutual info regression
4518,XGBoost,delta G,ki,22797469.57809535,8.103384971618652,-0.532756,[-0.599 ~ -0.459],-23.089922,final size95 mutual info regression
4519,linearRegression,delta G,ki,22843093.766526524,53.52751578922318,-0.09875,[-0.195 ~ -0.001],-23.138132,GAP size95 mutual info regression
4520,Ridge,delta G,ki,22845494.55557191,56.69255886100407,-0.09387,[-0.19 ~ 0.004],-23.140669,GAP size95 mutual info regression
4521,Lasso,delta G,ki,22839023.92721077,52.731681188044504,-0.096222,[-0.192 ~ 0.001],-23.133832,GAP size95 mutual info regression
4522,ElasticNet,delta G,ki,22848801.63470889,63.431689823577194,-0.085234,[-0.181 ~ 0.013],-23.144164,GAP size95 mutual info regression
4523,SVR,delta G,ki,22807177.638719514,4.619557215944335,-0.647069,[-0.7 ~ -0.586],-23.10018,GAP size95 mutual info regression
4524,DecisionTree,delta G,ki,22805398.27151334,9.531986779601041,-0.38807,[-0.468 ~ -0.302],-23.0983,GAP size95 mutual info regression
4525,RandomForest,delta G,ki,22800160.279922955,5.654751055629439,-0.645709,[-0.699 ~ -0.585],-23.092765,GAP size95 mutual info regression
4526,XGBoost,delta G,ki,22803907.961879123,7.49739933013916,-0.580093,[-0.641 ~ -0.511],-23.096725,GAP size95 mutual info regression
4527,linearRegression,delta G,ki,22885098.754455976,118.99149360250435,-0.069868,[-0.166 ~ 0.028],-23.182519,final size100 f regression
4528,Ridge,delta G,ki,22889049.931880478,115.91729713187627,-0.058508,[-0.155 ~ 0.039],-23.186694,final size100 f regression
4529,Lasso,delta G,ki,22868538.238848727,93.1142738602571,-0.065397,[-0.162 ~ 0.032],-23.165019,final size100 f regression
4530,ElasticNet,delta G,ki,22884587.01932826,111.11681885267375,-0.059199,[-0.156 ~ 0.039],-23.181978,final size100 f regression
4531,SVR,delta G,ki,22803043.76817545,4.224829173984194,-0.589949,[-0.65 ~ -0.522],-23.095812,final size100 f regression
4532,DecisionTree,delta G,ki,22804260.86476365,10.602151668539227,-0.369432,[-0.451 ~ -0.282],-23.097098,final size100 f regression
4533,RandomForest,delta G,ki,22797270.706571456,5.359257094835871,-0.640851,[-0.695 ~ -0.579],-23.089711,final size100 f regression
4534,XGBoost,delta G,ki,22798280.719998796,7.924817085266113,-0.563584,[-0.627 ~ -0.493],-23.090779,final size100 f regression
4535,linearRegression,delta G,ki,22888178.86835858,118.56904886212654,-0.059337,[-0.156 ~ 0.039],-23.185773,GAP size100 f regression
4536,Ridge,delta G,ki,22888661.350878753,117.48474020391075,-0.059414,[-0.156 ~ 0.038],-23.186283,GAP size100 f regression
4537,Lasso,delta G,ki,22873867.771502376,100.71856138961844,-0.064416,[-0.161 ~ 0.033],-23.170651,GAP size100 f regression
4538,ElasticNet,delta G,ki,22885106.049750302,113.68660302991145,-0.05975,[-0.156 ~ 0.038],-23.182526,GAP size100 f regression
4539,SVR,delta G,ki,22801538.127147257,4.5590377944137686,-0.61126,[-0.669 ~ -0.546],-23.094221,GAP size100 f regression
4540,DecisionTree,delta G,ki,22808186.660211857,10.483200284685314,-0.428237,[-0.505 ~ -0.345],-23.101246,GAP size100 f regression
4541,RandomForest,delta G,ki,22799748.49301148,5.698650336548376,-0.660512,[-0.712 ~ -0.602],-23.09233,GAP size100 f regression
4542,XGBoost,delta G,ki,22799924.589258093,7.759426593780518,-0.579626,[-0.641 ~ -0.511],-23.092516,GAP size100 f regression
4543,linearRegression,delta G,ki,22857556.39341789,77.87104297375211,-0.063847,[-0.16 ~ 0.034],-23.153415,final size100 r regression
4544,Ridge,delta G,ki,22804325.9402434,4.609627345040707,-0.630891,[-0.686 ~ -0.568],-23.097167,final size100 r regression
4545,Lasso,delta G,ki,22803715.32541918,4.443579510693084,-0.643015,[-0.697 ~ -0.582],-23.096521,final size100 r regression
4546,ElasticNet,delta G,ki,22804198.24820696,4.363496033199183,-0.636058,[-0.691 ~ -0.574],-23.097032,final size100 r regression
4547,SVR,delta G,ki,22813033.660493642,3.2009239718849853,-0.446346,[-0.521 ~ -0.365],-23.106368,final size100 r regression
4548,DecisionTree,delta G,ki,22796932.579196107,9.967703346718189,-0.213671,[-0.305 ~ -0.119],-23.089354,final size100 r regression
4549,RandomForest,delta G,ki,22800452.61458044,5.384740273733406,-0.599624,[-0.659 ~ -0.533],-23.093074,final size100 r regression
4550,XGBoost,delta G,ki,22803291.673147604,7.445525169372559,-0.51394,[-0.582 ~ -0.438],-23.096074,final size100 r regression
4551,linearRegression,delta G,ki,22850587.82495099,72.47706436376906,-0.067694,[-0.164 ~ 0.03],-23.146051,GAP size100 r regression
4552,Ridge,delta G,ki,22801159.99415342,4.731259343954739,-0.629959,[-0.685 ~ -0.567],-23.093821,GAP size100 r regression
4553,Lasso,delta G,ki,22800924.83692212,4.5383387165537075,-0.644737,[-0.698 ~ -0.584],-23.093573,GAP size100 r regression
4554,ElasticNet,delta G,ki,22801311.149267893,4.466209630095014,-0.636856,[-0.691 ~ -0.575],-23.093981,GAP size100 r regression
4555,SVR,delta G,ki,22811414.685144614,3.282646047350869,-0.463996,[-0.537 ~ -0.384],-23.104657,GAP size100 r regression
4556,DecisionTree,delta G,ki,22792328.56548679,10.125181562051687,-0.375784,[-0.457 ~ -0.289],-23.084489,GAP size100 r regression
4557,RandomForest,delta G,ki,22799983.505372807,5.735450426424382,-0.626196,[-0.682 ~ -0.563],-23.092578,GAP size100 r regression
4558,XGBoost,delta G,ki,22799866.97222694,7.311697006225586,-0.484315,[-0.556 ~ -0.406],-23.092455,GAP size100 r regression
4559,linearRegression,delta G,ki,22846882.146362852,58.436306728727246,-0.091197,[-0.187 ~ 0.006],-23.142135,final size100 mutual info regression
4560,Ridge,delta G,ki,22849279.557419267,61.87975942683256,-0.087285,[-0.183 ~ 0.01],-23.144669,final size100 mutual info regression
4561,Lasso,delta G,ki,22841091.127227254,56.6879880977386,-0.087906,[-0.184 ~ 0.01],-23.136016,final size100 mutual info regression
4562,ElasticNet,delta G,ki,22853806.49844558,70.2790883421871,-0.077973,[-0.174 ~ 0.02],-23.149452,final size100 mutual info regression
4563,SVR,delta G,ki,22808761.701469474,4.435469850228335,-0.627142,[-0.683 ~ -0.564],-23.101854,final size100 mutual info regression
4564,DecisionTree,delta G,ki,22806203.765501533,9.858204028957186,-0.29976,[-0.386 ~ -0.208],-23.099151,final size100 mutual info regression
