,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
21,RandomForest,delta G,kd,4671.7769744561465,22777439.04167409,4.375812761783964,-0.654356,[-0.707 ~ -0.595],-23.068755,GAP
22,RandomForest,Affinity Data Value,kd,273255.4825832702,1071795851429.9662,88960.13285095459,0.219084,[0.124 ~ 0.31],-0.009059,GAP
23,RandomForest,pKd pKi pIC50,kd,1.357101754385965,2.882948794736842,0.9600115632309913,0.674955,[0.618 ~ 0.725],0.38803,GAP
24,XGBoost,delta G,kd,4672.524363665397,22784751.81154332,6.265200138092041,-0.482359,[-0.554 ~ -0.404],-23.076483,GAP
25,XGBoost,Affinity Data Value,kd,284199.71647448814,1095056045685.5991,94481.1640625,0.138783,[0.042 ~ 0.233],-0.030957,GAP
26,XGBoost,pKd pKi pIC50,kd,1.431038246656719,3.1738031330976275,1.2345128059387207,0.578807,[0.51 ~ 0.64],0.32629,GAP
27,DecisionTree,delta G,all,4671.997682697886,22782101.57266007,10.446432405373859,-0.397608,[-0.477 ~ -0.312],-23.073682,final
28,DecisionTree,Affinity Data Value,all,285595.6361933333,1241411474346.404,416524.4651112727,0.047417,[-0.05 ~ 0.144],-0.168746,final
29,DecisionTree,pKd pKi pIC50,all,1.6225964912280704,4.450988771929824,1.8166177888669777,0.453476,[0.372 ~ 0.528],0.055179,final
30,RandomForest,delta G,all,4672.571651271569,22786383.918756794,5.485277678000222,-0.663325,[-0.715 ~ -0.605],-23.078207,final
31,RandomForest,Affinity Data Value,all,276322.8984997263,1067109286745.4147,95935.21861072081,0.241718,[0.148 ~ 0.332],-0.004647,final
32,RandomForest,pKd pKi pIC50,all,1.3022203508771928,2.5826361350175437,1.0761511884327215,0.704109,[0.651 ~ 0.75],0.451778,final
33,XGBoost,delta G,all,4672.677189370189,22789229.721948136,7.69481897354126,-0.595116,[-0.655 ~ -0.528],-23.081215,final
34,XGBoost,Affinity Data Value,all,281154.2596580355,1044714041817.4504,100461.921875,0.354849,[0.266 ~ 0.437],0.016438,final
35,XGBoost,pKd pKi pIC50,all,1.3203032416293496,2.7598589350485048,1.3767951726913452,0.64468,[0.584 ~ 0.698],0.414159,final
36,DecisionTree,delta G,ki,4673.463787534243,22795639.20628154,10.727259800029238,-0.379066,[-0.46 ~ -0.292],-23.087987,final
37,DecisionTree,Affinity Data Value,ki,281940.3486880702,1115602272667.684,160410.61015499153,0.06977,[-0.028 ~ 0.166],-0.050301,final
38,DecisionTree,pKd pKi pIC50,ki,1.7051578947368422,4.708798245614036,1.8055983546410725,0.42156,[0.338 ~ 0.499],0.000453,final
39,RandomForest,delta G,ki,4673.84083967501,22798692.146552898,5.990091972311117,-0.645184,[-0.699 ~ -0.584],-23.091213,final
40,RandomForest,Affinity Data Value,ki,280505.12873150175,1088480549282.7483,102062.99257849593,0.156247,[0.06 ~ 0.25],-0.024767,final
41,RandomForest,pKd pKi pIC50,ki,1.2924270175438597,2.628132990210527,1.1720387499239782,0.690343,[0.636 ~ 0.738],0.44212,final
42,XGBoost,delta G,ki,4673.496478140625,22797294.318423226,8.193391799926758,-0.583961,[-0.645 ~ -0.516],-23.089736,final
43,XGBoost,Affinity Data Value,ki,293933.4096082415,1085710335095.6674,173973.0625,0.141828,[0.045 ~ 0.236],-0.022159,final
44,XGBoost,pKd pKi pIC50,ki,1.318299895403678,2.769599105581448,1.507727861404419,0.645411,[0.585 ~ 0.699],0.412091,final
45,DecisionTree,delta G,kd,4671.759860286741,22775847.80812484,10.172409004263656,-0.2049,[-0.297 ~ -0.109],-23.067074,final
46,DecisionTree,Affinity Data Value,kd,325348.0143336842,1286673528152.3408,459715.31426912843,0.016289,[-0.081 ~ 0.114],-0.211359,final
47,DecisionTree,pKd pKi pIC50,kd,1.8525263157894738,5.201762456140351,1.663175871543974,0.335715,[0.246 ~ 0.42],-0.10419,final
48,RandomForest,delta G,kd,4671.344755819113,22773153.594722454,4.4608083257349405,-0.613322,[-0.671 ~ -0.549],-23.064227,final
49,RandomForest,Affinity Data Value,kd,293505.6579688316,1068294323937.7142,140300.5341222443,0.160478,[0.064 ~ 0.254],-0.005762,final
50,RandomForest,pKd pKi pIC50,kd,1.4136024561403506,3.0389020587719293,0.9247084961156951,0.654029,[0.594 ~ 0.707],0.354925,final
51,XGBoost,delta G,kd,4672.005747384757,22780385.631776717,6.677492141723633,-0.489116,[-0.56 ~ -0.411],-23.071869,final
52,XGBoost,Affinity Data Value,kd,299892.1833926555,1090908403165.6156,119069.7421875,0.110375,[0.013 ~ 0.206],-0.027053,final
53,XGBoost,pKd pKi pIC50,kd,1.4652990060772813,3.404741318289288,1.282612919807434,0.536854,[0.464 ~ 0.603],0.277268,final
54,DecisionTree,delta G,all,4672.606335782518,22786308.139096018,9.10446602238304,-0.374084,[-0.455 ~ -0.287],-23.078127,slim
55,DecisionTree,Affinity Data Value,all,274812.0108354386,1080625892586.179,208878.8745354386,0.159757,[0.063 ~ 0.253],-0.017372,slim
56,DecisionTree,pKd pKi pIC50,all,1.6281052631578947,4.0871624561403515,1.8489996563405386,0.507314,[0.431 ~ 0.576],0.132409,slim
57,RandomForest,delta G,all,4672.475464038132,22785581.83934074,5.3976434592567255,-0.683402,[-0.732 ~ -0.628],-23.07736,slim
58,RandomForest,Affinity Data Value,all,271077.69037542806,1026277753694.809,155579.93934287658,0.302269,[0.211 ~ 0.388],0.033795,slim
59,RandomForest,pKd pKi pIC50,all,1.238022105263158,2.3843850106315787,1.149329461411234,0.733485,[0.685 ~ 0.776],0.493861,slim
60,XGBoost,delta G,all,4672.514006704179,22786945.803059373,7.023806095123291,-0.597155,[-0.657 ~ -0.53],-23.078801,slim
61,XGBoost,Affinity Data Value,all,289314.1741530479,1072045196212.9044,159994.5,0.170124,[0.074 ~ 0.263],-0.009294,slim
62,XGBoost,pKd pKi pIC50,all,1.3061304575936838,2.6545718715977205,1.3641129732131958,0.664732,[0.606 ~ 0.716],0.436508,slim
63,DecisionTree,delta G,ki,4675.040240299763,22810050.98735541,9.76987410020189,-0.40011,[-0.479 ~ -0.315],-23.103216,slim
64,DecisionTree,Affinity Data Value,ki,305962.8381021052,1151462811348.6013,266534.09924606205,0.039568,[-0.058 ~ 0.137],-0.084063,slim
65,DecisionTree,pKd pKi pIC50,ki,1.5564561403508772,3.8243596491228073,1.76417749693432,0.522437,[0.448 ~ 0.59],0.188195,slim
66,RandomForest,delta G,ki,4673.996318324664,22800203.256282117,5.790541670066469,-0.67275,[-0.723 ~ -0.616],-23.09281,slim
67,RandomForest,Affinity Data Value,ki,273788.99577021756,1061076380635.7638,119826.21218234672,0.243519,[0.149 ~ 0.333],0.001033,slim
68,RandomForest,pKd pKi pIC50,ki,1.29591649122807,2.5813652905964917,1.1971393456945747,0.693044,[0.639 ~ 0.741],0.452048,slim
69,XGBoost,delta G,ki,4673.850735577767,22800268.88680867,7.7036967277526855,-0.59913,[-0.658 ~ -0.533],-23.09288,slim
70,XGBoost,Affinity Data Value,ki,281958.69447381434,1094397536377.1759,99133.265625,0.142682,[0.046 ~ 0.237],-0.030338,slim
71,XGBoost,pKd pKi pIC50,ki,1.3549705436438846,2.774824820955002,1.4493587017059326,0.642412,[0.581 ~ 0.696],0.410982,slim
72,DecisionTree,delta G,kd,4671.201600129499,22773020.851518404,10.138443766830697,-0.326726,[-0.411 ~ -0.237],-23.064087,slim
73,DecisionTree,Affinity Data Value,kd,279513.01720736845,1118121518401.0225,150309.57495447143,0.045876,[-0.052 ~ 0.143],-0.052673,slim
74,DecisionTree,pKd pKi pIC50,kd,1.799473684210526,5.0118403508771925,1.7960230406919102,0.392758,[0.307 ~ 0.472],-0.063875,slim
75,RandomForest,delta G,kd,4671.57478600553,22775934.255501665,4.595930317385294,-0.665777,[-0.717 ~ -0.608],-23.067165,slim
76,RandomForest,Affinity Data Value,kd,271492.12755092635,1061091654947.2004,129568.51406356145,0.211001,[0.116 ~ 0.302],0.001019,slim
77,RandomForest,pKd pKi pIC50,kd,1.3330298245614034,2.7979896603859644,1.0155979522309433,0.686432,[0.631 ~ 0.735],0.406064,slim
78,XGBoost,delta G,kd,4671.36095602427,22775031.68452702,6.61332893371582,-0.546043,[-0.611 ~ -0.474],-23.066212,slim
79,XGBoost,Affinity Data Value,kd,300072.0137629055,1118347263417.696,141405.140625,0.022673,[-0.075 ~ 0.12],-0.052885,slim
80,XGBoost,pKd pKi pIC50,kd,1.414502781884712,3.233979002236979,1.3281989097595215,0.576502,[0.507 ~ 0.638],0.313516,slim
